domain,path,type,media_name,state_abbr,countyFIPS,is_local_news_site
fairfaxconnection.com,,newspaper,Fairfax Connection ,VA,51510,
capitalgazette.com,,newspaper,Capital Gazette,MD,24003,
the-reporter.net,,newspaper,The Reporter,NY,36025,
easthamptonstar.com,,newspaper,East Hampton Star,NY,36103,
tuscolatoday.com,,newspaper,Tuscola County Advertiser,MI,26157,
shawangunkjournal.com,,newspaper,Shawangunk Journal,NY,36111,
brooklyneagle.com,,newspaper,Brooklyn Daily Eagle,NY,36047,
theexaminernews.com,,newspaper,The White County Examiner,NY,36119,
observer-review.com,,newspaper,The Observer,NY,36123,
baysideoc.com,,newspaper,Bayside Gazette,MD,24047,
oceancitytoday.com,,newspaper,OC Today-Dispatch,MD,24047,
dglobe.com,,newspaper,Worthington Daily Globe,MN,27105,
postbulletin.com,,newspaper,Post-Bulletin,MN,27109,
perhamfocus.com,,newspaper,Perham Focus,MN,27111,
wctrib.com,,newspaper,West Central Tribune,MN,27067,
parkrapidsenterprise.com,,newspaper,Park Rapids Enterprise,MN,27057,
wadenapj.com,,newspaper,Wadena Pioneer Journal,MN,27159,
duluthnewstribune.com,,newspaper,Duluth News-Tribune,MN,27137,
pineandlakes.com,,newspaper,Pine and Lakes Echo Journal,MN,27021,
pinejournal.com,,newspaper,Pine Journal,MN,27017,
dl-online.com,,newspaper,Detroit Lakes Tribune,MN,27005,
bemidjipioneer.com,,newspaper,The American,MN,27007,
brainerddispatch.com,,newspaper,Brainerd Dispatch,MN,27035,
echopress.com,,newspaper,Alexandria Echo-Press,MN,27041,
inforum.com,,newspaper,The Forum,ND,38017,
grandforksherald.com,,newspaper,Grand Forks Herald,ND,38035,
thedickinsonpress.com,,newspaper,Dickinson Press,ND,38089,
jamestownsun.com,,newspaper,Jamestown Sun,ND,38093,
mitchellrepublic.com,,newspaper,Mitchell Republic,SD,46035,
superiortelegram.com,,newspaper,Superior Telegram,WI,55031,
eveningtribune.com,,newspaper,The Evening Tribune,NY,36101,
uticaod.com,,newspaper,Observer-Dispatch,NY,36065,
mpnnow.com,,newspaper,Daily Messenger ,NY,36069,
recordonline.com,,newspaper,The Times Herald-Record,NY,36071,
democratandchronicle.com,,newspaper,Democrat and Chronicle,NY,36055,
timestelegram.com,,newspaper,The Times Telegram,NY,36043,
pressconnects.com,,newspaper,Press and Sun-Bulletin,NY,36007,
stargazette.com,,newspaper,Star-Gazette,NY,36015,
poughkeepsiejournal.com,,newspaper,Poughkeepsie Journal,NY,36027,
njherald.com,,newspaper,New Jersey Herald,NJ,34037,
lcsun-news.com,,newspaper,Las Cruces Sun-News,NM,35013,
app.com,,newspaper,Asbury Park Press,NJ,34025,
dailyrecord.com,,newspaper,Daily Record,NJ,34027,
thedailyjournal.com,,newspaper,Daily Journal,NJ,34011,
northjersey.com,,newspaper,Nutley Sun,NJ,34013,
fosters.com,,newspaper,Foster's Daily Democrat,NH,33017,
burlingtoncountytimes.com,,newspaper,Burlington County Times,NJ,34005,
courierpostonline.com,,newspaper,Courier-Post,NJ,34007,
thespectrum.com,,newspaper,Desert Valley Times,NV,32003,
rgj.com,,newspaper,Reno Gazette-Journal,NV,32031,
freep.com,,newspaper,Detroit Free Press,MI,26163,
hometownlife.com,,newspaper,The Observer & Eccentric,MI,26163,
petoskeynews.com,,newspaper,Gaylord Herald Times,MI,26137,
voicenews.com,,newspaper,New Baltimore Voice,MI,26099,
sturgisjournal.com,,newspaper,Sturgis Journal,MI,26149,
sctimes.com,,newspaper,St. Cloud Times,MN,27145,
news-leader.com,,newspaper,Springfield News-Leader,MO,29077,
greatfallstribune.com,,newspaper,Great Falls Tribune,MT,30013,
hattiesburgamerican.com,,newspaper,Hattiesburg American,MS,28035,
clarionledger.com,,newspaper,Clarion-Ledger,MS,28049,
greenfieldvedette.com,,newspaper,Vedette,MO,29057,
columbiatribune.com,,newspaper,Columbia Daily Tribune,MO,29019,
lakenewsonline.com,,newspaper,Lake Sun Leader,MO,29029,
aberdeennews.com,,newspaper,Aberdeen News,SD,46013,
thepublicopinion.com,,newspaper,Watertown Public Opinion,SD,46029,
goupstate.com,,newspaper,Herald-Journal,SC,45083,
oakridger.com,,newspaper,The Oak Ridger,TN,47001,
argusleader.com,,newspaper,Argus Leader,SD,46099,
tennessean.com,,newspaper,Tennessean,TN,47037,
jacksonsun.com,,newspaper,Jackson Sun,TN,47113,
theleafchronicle.com,,newspaper,Leaf-Chronicle,TN,47125,
knoxnews.com,,newspaper,Knoxville News-Sentinel,TN,47093,
columbiadailyherald.com,,newspaper,Columbia Daily Herald,TN,47119,
dnj.com,,newspaper,The Daily News Journal,TN,47149,
commercialappeal.com,,newspaper,Commercial Appeal,TN,47157,
poconorecord.com,,newspaper,Pocono Record,PA,42089,
dailyamerican.com,,newspaper,Daily American,PA,42111,
tricountyindependent.com,,newspaper,Tri-County Independent News,PA,42127,
ldnews.com,,newspaper,Lebanon Daily News,PA,42075,
ellwoodcityledger.com,,newspaper,Ellwood City Ledger,PA,42073,
yorkdispatch.com,,newspaper,York Dispatch,PA,42133,
ydr.com,,newspaper,York Daily Record/York Sunday News,PA,42133,
eveningsun.com,,newspaper,Evening Sun,PA,42133,
newportri.com,,newspaper,The Newport Daily News,RI,44005,
providencejournal.com,,newspaper,Providence Journal,RI,44007,
independentmail.com,,newspaper,Anderson Independent-Mail,SC,45007,
blufftontoday.com,,newspaper,Bluffton Today,SC,45013,
greenvilleonline.com,,newspaper,Greenville News,SC,45045,
phillyburbs.com,,newspaper,Bucks County Courier Times,PA,42017,
goerie.com,,newspaper,Erie Times-News,PA,42049,
therecordherald.com,,newspaper,The Record Herald,PA,42055,
echo-pilot.com,,newspaper,The Echo-Pilot,PA,42055,
timesonline.com,,newspaper,Beaver County Times,PA,42007,
statesmanjournal.com,,newspaper,Statesman Journal,OR,41047,
registerguard.com,,newspaper,Register-Guard,OR,41039,
reviewonline.com,,newspaper,Review,OH,39029,
salemnews.net,,newspaper,Salem News,OH,39029,
coshoctontribune.com,,newspaper,Coshocton Tribune,OH,39031,
coshoctonbeacontoday.com,,newspaper,Coshocton County Beacon,OH,39031,
ithacajournal.com,,newspaper,Ithaca Journal,NY,36109,
lohud.com,,newspaper,Journal News,NY,36119,
blackmountainnews.com,,newspaper,Black Mountain News,NC,37021,
citizen-times.com,,newspaper,Asheville Citizen-Times,NC,37021,
fayobserver.com,,newspaper,Fayetteville Observer,NC,37051,
shelbystar.com,,newspaper,The Star,NC,37045,
blueridgenow.com,,newspaper,Times-News,NC,37089,
gastongazette.com,,newspaper,The Gaston Gazette,NC,37071,
starnewsonline.com,,newspaper,StarNews,NC,37129,
bucyrustelegraphforum.com,,newspaper,Telegraph-Forum,OH,39033,
galioninquirer.com,,newspaper,Galion Inquirer,OH,39033,
cleveland.com,,newspaper,The Cleveland Plain Dealer,OH,39035,
crainscleveland.com,,newspaper,Crain's Cleveland Business,OH,39035,
westlifenews.com,,newspaper,West Life,OH,39035,
dailyadvocate.com,,newspaper,Daily Advocate,OH,39037,
versaillespolicy.com,,newspaper,Versailles Policy,OH,39037,
crescent-news.com,,newspaper,Crescent-News,OH,39039,
delgazette.com,,newspaper,Delaware Gazette,OH,39041,
sanduskyregister.com,,newspaper,Sandusky Register,OH,39043,
lancastereaglegazette.com,,newspaper,Eagle-Gazette Media,OH,39045,
recordherald.com,,newspaper,Record-Herald,OH,39047,
examiner-enterprise.com,,newspaper,Examiner-Enterprise,OK,40147,
oklahoman.com,,newspaper,The Oklahoman,OK,40109,
pawhuskajournalcapital.com,,newspaper,Pawhuska Journal-Capital,OK,40113,
barnstablepatriot.com,,newspaper,Barnstable Patriot,MA,25001,
heraldmailmedia.com,,newspaper,Herald-Mail,MD,24043,
southcoasttoday.com,,newspaper,The Standard-Times,MA,25005,
heraldnews.com,,newspaper,The Herald News,MA,25005,
tauntongazette.com,,newspaper,Taunton Daily Gazette,MA,25005,
capecodtimes.com,,newspaper,Cape Cod Times,MA,25001,
seacoastonline.com,,newspaper,York Weekly,ME,23031,
hillsdale.net,,newspaper,Hillsdale Daily News,MI,26059,
lansingstatejournal.com,,newspaper,Lansing State Journal,MI,26065,
sentinel-standard.com,,newspaper,Ionia Sentinel-Standard,MI,26067,
thedailyreporter.com,,newspaper,The Daily Reporter,MI,26023,
battlecreekenquirer.com,,newspaper,Battle Creek Enquirer,MI,26025,
cheboygannews.com,,newspaper,Cheboygan Daily Tribune,MI,26031,
sooeveningnews.com,,newspaper,Sault Sainte Marie Evening News,MI,26033,
milforddailynews.com,,newspaper,Milford Daily News,MA,25027,
thegardnernews.com,,newspaper,Gardner News,MA,25027,
hollandsentinel.com,,newspaper,The Holland Sentinel,MI,26005,
worcestermag.com,,newspaper,Worcester Magazine,MA,25027,
enterprisenews.com,,newspaper,The Enterprise,MA,25023,
telegram.com,,newspaper,Telegram and Gazette,MA,25027,
metrowestdailynews.com,,newspaper,Metrowest Daily News,MA,25017,
patriotledger.com,,newspaper,The Patriot Ledger,MA,25021,
courier-journal.com,,newspaper,Courier-Journal,KY,21111,
donaldsonvillechief.com,,newspaper,The Donaldsonville Chief,LA,22005,
weeklycitizen.com,,newspaper,Gonzales Weekly Citizen,LA,22005,
shreveporttimes.com,,newspaper,The Times,LA,22017,
theadvertiser.com,,newspaper,Daily Advertiser,LA,22055,
dailycomet.com,,newspaper,Daily Comet,LA,22057,
postsouth.com,,newspaper,Post-South,LA,22047,
thenewsstar.com,,newspaper,News-Star,LA,22073,
thetowntalk.com,,newspaper,The Town Talk,LA,22079,
dailyworld.com,,newspaper,Daily World,LA,22097,
houmatoday.com,,newspaper,The Courier,LA,22109,
thegleaner.com,,newspaper,Gleaner,KY,21101,
hutchnews.com,,newspaper,The Hutchinson News,KS,20155,
salina.com,,newspaper,Salina Journal,KS,20169,
cjonline.com,,newspaper,Topeka Capital-Journal,KS,20177,
reviewatlas.com,,newspaper,Daily Review Atlas,IL,17187,
pekintimes.com,,newspaper,Pekin Daily Times,IL,17179,
journalstandard.com,,newspaper,The Journal-Standard,IL,17177,
sj-r.com,,newspaper,The State Journal-Register,IL,17167,
aledotimesrecord.com,,newspaper,Aledo Times Record,IL,17131,
pjstar.com,,newspaper,Journal Star,IL,17143,
galesburg.com,,newspaper,The Register-Mail,IL,17095,
pontiacdailyleader.com,,newspaper,Pontiac Daily Leader,IL,17105,
lincolncourier.com,,newspaper,The Courier,IL,17107,
mcdonoughvoice.com,,newspaper,The McDonough County Voice,IL,17109,
tmnews.com,,newspaper,Times-Mail/ Sunday Hoosiertimes,IN,18093,
indystar.com,,newspaper,Indianapolis Star,IN,18097,
heraldtimesonline.com,,newspaper,Herald-Times,IN,18105,
reporter-times.com,,newspaper,The Reporter Times,IN,18109,
jconline.com,,newspaper,Journal and Courier,IN,18157,
courierpress.com,,newspaper,Evansville Courier & Press,IN,18163,
southbendtribune.com,,newspaper,South Bend Tribune,IN,18141,
rrstar.com,,newspaper,Rockford Register Star,IL,17201,
thestarpress.com,,newspaper,The Star Press,IN,18035,
adelnews.com,,newspaper,Dallas County News,IA,19049,
theperrychief.com,,newspaper,Perry Chief,IA,19049,
pal-item.com,,newspaper,Palladium-Item,IN,18177,
newsrepublican.com,,newspaper,Boone News-Republican,IA,19015,
press-citizen.com,,newspaper,Iowa City Press-Citizen,IA,19103,
nevadaiowajournal.com,,newspaper,Nevada Journal,IA,19169,
storycityherald.com,,newspaper,Story City Herald,IA,19169,
amestrib.com,,newspaper,Ames Tribune,IA,19169,
desmoinesregister.com,,newspaper,The Des Moines Register,IA,19153,
augustachronicle.com,,newspaper,The Augusta Chronicle,GA,13245,
cantondailyledger.com,,newspaper,Daily Ledger,IL,17057,
geneseorepublic.com,,newspaper,Henry County Republic,IL,17073,
starcourier.com,,newspaper,Star Courier,IL,17073,
chieftain.com,,newspaper,Pueblo Chieftain ,CO,08101,
marconews.com,,newspaper,Marco Eagle,FL,12021,
newsherald.com,,newspaper,The News Herald,FL,12005,
floridatoday.com,,newspaper,Florida Today,FL,12009,
naplesnews.com,,newspaper,Naples Daily News,FL,12021,
jacksonville.com,,newspaper,Florida Times-Union,FL,12031,
pnj.com,,newspaper,Pensacola News Journal,FL,12033,
delawareonline.com,,newspaper,The News Journal,DE,10003,
middletowntranscript.com,,newspaper,Middletown Transcript,DE,10003,
doverpost.com,,newspaper,Dover Post,DE,10001,
norwichbulletin.com,,newspaper,The Bulletin,CT,09180,
thedestinlog.com,,newspaper,The Destin Log,FL,12091,
palmbeachdailynews.com,,newspaper,Palm Beach Daily News,FL,12099,
palmbeachpost.com,,newspaper,Palm Beach Post,FL,12099,
nwfdailynews.com,,newspaper,Northwest Florida Daily News,FL,12091,
tcpalm.com,,newspaper,Treasure Coast Palm,FL,12085,
dailycommercial.com,,newspaper,The Daily Commercial,FL,12069,
news-press.com,,newspaper,News-Press,FL,12071,
fsunews.com,,newspaper,FSView The & Florida Flambeau,FL,12073,
tallahassee.com,,newspaper,Tallahassee Democrat,FL,12073,
ocala.com,,newspaper,Ocala Star-Banner,FL,12083,
heraldtribune.com,,newspaper,Sarasota Herald-Tribune,FL,12115,
theledger.com,,newspaper,The Ledger,FL,12105,
newschief.com,,newspaper,News Chief,FL,12105,
staugustine.com,,newspaper,The St. Augustine Record,FL,12109,
news-journalonline.com,,newspaper,The Daytona Beach News-Journal,FL,12127,
savannahnow.com,,newspaper,Savannah Morning News,GA,13051,
onlineathens.com,,newspaper,Athens Banner-Herald,GA,13059,
vcstar.com,,newspaper,Ventura County Star,CA,06111,
visaliatimesdelta.com,,newspaper,Visalia Times-Delta,CA,06107,
coloradoan.com,,newspaper,Coloradoan,CO,08069,
redding.com,,newspaper,Record Searchlight,CA,06089,
siskiyoudaily.com,,newspaper,Siskiyou Daily News,CA,06093,
mtshastanews.com,,newspaper,Weed Press,CA,06093,
desertsun.com,,newspaper,Desert Sun,CA,06065,
thecalifornian.com,,newspaper,The Salinas Californian,CA,06053,
swtimes.com,,newspaper,Southwest Times Record,AR,05131,
gadsdentimes.com,,newspaper,The Gadsden Times,AL,01055,
montgomeryadvertiser.com,,newspaper,Montgomery Advertiser,AL,01101,
tuscaloosanews.com,,newspaper,The Tuscaloosa News,AL,01125,
azcentral.com,,newspaper,Arizona Republic,AZ,04013,
fdlreporter.com,,newspaper,The Fond du Lac Reporter,WI,55039,
htrnews.com,,newspaper,Herald Times Reporter,WI,55071,
wausaudailyherald.com,,newspaper,Wausau Daily Herald,WI,55073,
sheboyganpress.com,,newspaper,Sheboygan Press,WI,55117,
stevenspointjournal.com,,newspaper,Stevens Point Journal,WI,55097,
jsonline.com,,newspaper,Milwaukee Journal Sentinel,WI,55079,
postcrescent.com,,newspaper,Post-Crescent,WI,55087,
greenbaypressgazette.com,,newspaper,Green Bay Press-Gazette,WI,55009,
thenorthwestern.com,,newspaper,Oshkosh Northwestern,WI,55139,
marshfieldnewsherald.com,,newspaper,Marshfield News-Herald ,WI,55141,
wisconsinrapidstribune.com,,newspaper,Daily Tribune,WI,55141,
yourgv.com,,newspaper,The Gazette-Virginian,VA,51083,
newsleader.com,,newspaper,The News Leader,VA,51790,
kitsapsun.com,,newspaper,Kitsap Sun,WA,53035,
progress-index.com,,newspaper,The Progress-Index,VA,51053,
burlingtonfreepress.com,,newspaper,Burlington Free Press,VT,50007,
timesrecordnews.com,,newspaper,Wichita Falls Times Record News,TX,48485,
gosanangelo.com,,newspaper,San Angelo Standard-Times,TX,48451,
elpasotimes.com,,newspaper,El Paso Times,TX,48141,
lubbockonline.com,,newspaper,Lubbock Avalanche-Journal,TX,48303,
amarillo.com,,newspaper,Amarillo Globe News,TX,48375,
caller.com,,newspaper,Corpus Christi Caller-Times,TX,48355,
reporternews.com,,newspaper,Abilene Reporter-News,TX,48441,
altamontenterprise.com,,newspaper,The Altamont Enterprise,NY,36001,
thecornwalllocal.com,,newspaper,The Cornwall Local,NY,36071,
theplainviewnews.com,,newspaper,The Plainview News,MN,27157,
stcharlespress.net,,newspaper,St. Charles Press & Lewiston Journal,MN,27169,
championnewspapers.com,,newspaper,Chino Champion,CA,06071,
putnampresstimes.com,,newspaper,The Putnam County Times,NY,36079,
thehancocknews.com,,newspaper,Hancock News,MD,24043,
dispatch.com,,newspaper,The Columbus Dispatch,OH,39049,
waynecountynews.com,,newspaper,Wayne County News,WV,54099,
wvecho.com,,newspaper,Webster Echo,WV,54101,
lincolnjournal.com,,newspaper,Lincoln Journal,WV,54043,
loganbanner.com,,newspaper,Logan Banner,WV,54045,
williamsondailynews.com,,newspaper,Williamson Daily News,WV,54059,
wvgazettemail.com,,newspaper,Charleston Gazette-Mail,WV,54039,
coalvalleynews.com,,newspaper,Coal Valley News,WV,54005,
herald-dispatch.com,,newspaper,Herald-Dispatch,WV,54011,
virginiamountaineer.com,,newspaper,The Virginia Mountaineer ,VA,51027,
thelebanonnews.com,,newspaper,The Lebanon News,VA,51167,
statesman.com,,newspaper,Austin American-Statesman,TX,48453,
lmtonline.com,,newspaper,Laredo Morning Times,TX,48479,
canyonnews.com,,newspaper,The Canyon News,TX,48381,
mrt.com,,newspaper,Midland Reporter-Telegram,TX,48329,
yourconroenews.com,,newspaper,The Courier of Montgomery County,TX,48339,
beaumontenterprise.com,,newspaper,Beaumont Enterprise,TX,48245,
myplainview.com,,newspaper,Plainview Herald,TX,48189,
houstonchronicle.com,,newspaper,Houston Chronicle,TX,48201,
expressnews.com,,newspaper,San Antonio Express-News,TX,48029,
muleshoejournal.com,,newspaper,Muleshoe Journal,TX,48017,
timesunion.com,,newspaper,Times Union,NY,36001,
ourmidland.com,,newspaper,Midland Daily News,MI,26111,
michigansthumb.com,,newspaper,Huron Daily Tribune,MI,26063,
thetelegraph.com,,newspaper,The Telegraph,IL,17119,
theintelligencer.com,,newspaper,Edwardsville Intelligencer,IL,17119,
myjournalcourier.com,,newspaper,Jacksonville Journal-Courier,IL,17137,
sfchronicle.com,,newspaper,San Francisco Chronicle,CA,06075,
nhregister.com,,newspaper,New Haven Register,CT,09170,
westhartfordnews.com,,newspaper,West Hartford News,CT,09190,
theridgefieldpress.com,,newspaper,Ridgefield Press,CT,09190,
ctinsider.com,,newspaper,New Milford Spectrum,CT,09190,
ncadvertiser.com,,newspaper,New Canaan Advertiser,CT,09190,
darientimes.com,,newspaper,Darien Times,CT,09190,
wiltonbulletin.com,,newspaper,Wilton Bulletin,CT,09190,
thehour.com,,newspaper,Hour,CT,09190,
newstimes.com,,newspaper,News-Times,CT,09190,
greenwichtime.com,,newspaper,Greenwich Time,CT,09190,
stamfordadvocate.com,,newspaper,Advocate,CT,09190,
middletownpress.com,,newspaper,Middletown Press,CT,09130,
sheltonherald.com,,newspaper,Shelton Herald,CT,09140,
trumbulltimes.com,,newspaper,Trumbull Times,CT,09140,
milfordmirror.com,,newspaper,Milford Mirror,CT,09140,
registercitizen.com,,newspaper,Register Citizen,CT,09160,
shorelinetimes.com,,newspaper,Shoreline Times,CT,09170,
berlincitizen.com,,newspaper,Berlin Citizen,CT,09110,
ctpost.com,,newspaper,Connecticut Post,CT,09120,
arlingtonmnnews.com,,newspaper,Arlington Enterprise,MN,27143,
mackinacislandnews.com,,newspaper,Mackinac Island Town Crier,MI,26097,
floridaweekly.com,,newspaper,Florida Weekly,FL,12071,
napavalleyregister.com,,newspaper,Napa Valley Register,CA,06055,
yourvalley.net,,newspaper,Daily Independent,AZ,04013,
lakeonews.com,,newspaper,Okeechobee News,FL,12093,
southcentralfloridalife.com,,newspaper,Caloosa Belle,FL,12051,
thefmextra.com,,newspaper,The Exrtra,MN,27027,
lamorindaweekly.com,,newspaper,Lamorinda Weekly,CA,06013,
NewsHopper.net,,newspaper,NewsHopper,MN,27035,
nny360.com,,newspaper,St. Lawrence Plaindealer,NY,36089,
theschoharienews.com,,newspaper,The Mountain Eagle  and The Schoharie News,NY,36025,
mymalonetelegram.com,,newspaper,The Malone Telegram,NY,36033,
akronbugle.com,,newspaper,Akron Bugle,NY,36029,
voicesb.com,,newspaper,Voice Magazine,CA,06083,
millertonnews.com,,newspaper,The Millerton News,NY,36027,
the-leader.com,,newspaper,The Leader,NY,36059,
auburnpub.com,,newspaper,The Citizen,NY,36011,
buffalonews.com,,newspaper,The Buffalo News,NY,36029,
elkodaily.com,,newspaper,Elko Daily Free Press,NV,32007,
yorknewstimes.com,,newspaper,York News-Times,NE,31185,
columbustelegram.com,,newspaper,Columbus Telegram,NE,31141,
wahoo-ashland-waverly.com,,newspaper,Wahoo Newspaper,NE,31155,
geringcourier.com,,newspaper,Gering Courier,NE,31157,
starherald.com,,newspaper,Star-Herald,NE,31157,
pressofatlanticcity.com,,newspaper,Press of Atlantic City,NJ,34001,
nptelegraph.com,,newspaper,North Platte Telegraph,NE,31111,
