scope,url,media_name,media_type,media_focus,language,domain,state_abbr
Gridley,http://www.gridleyherald.com/,Gridley Herald,NP,GI,ENG,gridleyherald.com,ca
Gridley,http://www.smalltownpapers.com/newspapers/newspaper.php?id=145,Gridley Herald,NP,GI,ENG,smalltownpapers.com,ca
Gualala,http://www.mendonoma.com/,Independent Coast Observer,NP,GI,ENG,mendonoma.com,ca
Gualala,http://www.smalltownpapers.com/newspapers/newspaper.php?id=190,Independent Coast Observer,NP,GI,ENG,smalltownpapers.com,ca
Gustine,http://www.westsideconnect.com/,Gustine Press Standard,NP,GI,ENG,westsideconnect.com,ca
Half Moon Bay,http://www.coastsider.com/,Coastsider,NP,GI,ENG,coastsider.com,ca
Half Moon Bay,http://www.hmbreview.com/,Half Moon Bay Review,NP,GI,ENG,hmbreview.com,ca
Hanford,http://hanfordsentinel.com/,Sentinel,NP,GI,ENG,hanfordsentinel.com,ca
Happy Camp,http://happycampnews.com/,Happy Camp News,IN,GI,ENG,happycampnews.com,ca
Hawthorne,http://www.heraldpublications.com/herald/hawthorne-press-tribune/,Hawthorne Press Tribune,NP,GI,ENG,heraldpublications.com,ca
Hayward,http://www.insidebayarea.com/daily-review,Daily Review,NP,GI,ENG,insidebayarea.com,ca
Hayward,http://pioneer.csuhayward.edu/,Pioneer,NP,CO,ENG,pioneer.csuhayward.edu,ca
Hayward,http://www.thechabotspectator.com/,Spectator,NP,CO,ENG,thechabotspectator.com,ca
Healdsburg,http://www.sonomawest.com/the_healdsburg_tribune/,Healdsburg Tribune,NP,GI,ENG,sonomawest.com,ca
Hemet,http://www.thevalleychronicle.com/,Valley Chronicle,NP,GI,ENG,thevalleychronicle.com,ca
Hermosa Beach,http://www.easyreadernews.com/,Easy Reader,NP,AL,ENG,easyreadernews.com,ca
Hesperia,http://www.hesperiastar.com/,Hesperia Star,NP,GI,ENG,hesperiastar.com,ca
Highland,http://www.highlandnews.net/,Highland Community News,NP,GI,ENG,highlandnews.net,ca
Hilmar,http://hilmartimes.weebly.com/,Hilmar Times,NP,GI,ENG,hilmartimes.weebly.com,ca
Hollister,http://www.sanbenitocountytoday.com/,Hollister Free Lance,NP,GI,ENG,sanbenitocountytoday.com,ca
Holtville,https://holtvilletribune.com/,Holtville Tribune,NP,GI,ENG,holtvilletribune.com,ca
Hoopa,http://www.tworiverstribune.com/,Two Rivers Tribune,NP,GI,ENG,tworiverstribune.com,ca
Hughson,http://hughsonchronicle-denairdispatch.weebly.com/,Hughson Chronicle & Denair,NP,GI,ENG,hughsonchronicle-denairdispatch.weebly.com,ca
Huntington Beach,http://www.hbnews.us/,Huntington Beach News,NP,GI,ENG,hbnews.us,ca
Huntington Beach,http://www.huntingtonbeachnewspress.com/,Huntington Beach News Press,IN,GI,ENG,huntingtonbeachnewspress.com,ca
Huntington Beach,http://www.hbindependent.com/,Huntington Beach Independent,NP,GI,ENG,hbindependent.com,ca
Huntington Beach,http://epaper.ocregister.com/Olive/ODE/OCWHBWaveNorth/,Huntington Beach Wave,NP,GI,ENG,epaper.ocregister.com,ca
Huntington Beach,http://www.pbssocal.org/,KOCE,BC,GI,ENG,pbssocal.org,ca
Huntington Beach,http://www.surfcityvoice.com/,Surf City Voice,IN,GI,ENG,surfcityvoice.com,ca
Huntington Beach,http://www.westernsun.us/,Western Sun,NP,CO,ENG,westernsun.us,ca
Idyllwild,http://idyllwildlife.com/,Idyllwild Life Magazine,MG,GI,ENG,idyllwildlife.com,ca
Idyllwild,http://www.towncrier.com/,Idyllwild Town Crier,NP,GI,ENG,towncrier.com,ca
Imperial Beach,http://www.imperialbeachnewsca.com/,Imperial Beach and South County,NP,GI,ENG,imperialbeachnewsca.com,ca
Indio,http://laprensahispananewspaper.com/,La Prensa Hispana,NP,ET,SPA,laprensahispananewspaper.com,ca
Inglewood,http://www.heraldpublications.com/herald/inglewood-news/,Inglewood News,NP,GI,ENG,heraldpublications.com,ca
Inglewood,http://inglewoodtodaynews.com/,Inglewood Today,NP,ET,ENG,inglewoodtodaynews.com,ca
Irvine,http://epaper.ocregister.com/Olive/ODE/OCWIrvineWorldNews/,Irvine World News,NP,GI,ENG,epaper.ocregister.com,ca
Irvine,http://www.newuniversity.org/,New University,NP,CO,ENG,newuniversity.org,ca
Irvine,http://www.ocbj.com/,Orange County Business Journal,NP,BU,ENG,ocbj.com,ca
Jackson,http://www.buynsellpress.com/,Buy and Sell Press,NP,SH,ENG,buynsellpress.com,ca
Jackson,http://www.ledger-dispatch.com/,Ledger Dispatch,NP,GI,ENG,ledger-dispatch.com,ca
Julian,http://ramonajournal.com/,Julian Journal,NP,GI,ENG,ramonajournal.com,ca
Julian,http://www.juliannews.com/,Julian News,NP,GI,ENG,juliannews.com,ca
Julian,http://www.smalltownpapers.com/newspapers/newspaper.php?id=204,Julian News,NP,GI,ENG,smalltownpapers.com,ca
Kentfield,https://echotimes.wordpress.com/,Echo Times,NP,CO,ENG,echotimes.wordpress.com,ca
Kenwood,http://www.kenwoodpress.com/,Kenwood Press,NP,GI,ENG,kenwoodpress.com,ca
King City,http://www.kingcityrustler.com/,King City Rustler,NP,GI,ENG,kingcityrustler.com,ca
Kingsburg,http://hanfordsentinel.com/kingsburg_recorder/,Kingsburg Recorder,NP,GI,ENG,hanfordsentinel.com,ca
La Canada Flintridge,http://www.lacanadaonline.com/,La Canada Valley Sun,NP,GI,ENG,lacanadaonline.com,ca
La Crescenta,http://www.crescentavalleyweekly.com/,Crescenta Valley Weekly,NP,GI,ENG,crescentavalleyweekly.com,ca
La Grange,http://www.foothillexpress.com/,Foothill Express,NP,GI,ENG,foothillexpress.com,ca
La Habra,http://www.lhj90631.com/,La Habra Journal,NP,GI,ENG,lhj90631.com,ca
La Jolla,http://www.lajollalight.com/,La Jolla Light,NP,GI,ENG,lajollalight.com,ca
La Jolla,http://www.sdnews.com/pages/home?site=ljvn,La Jolla Village News,NP,GI,ENG,sdnews.com,ca
La Mesa,https://lamesacourier.com/,La Mesa Courier,NP,GI,ENG,lamesacourier.com,ca
La Mirada,http://chimes.biola.edu/,Chimes,NP,CO,ENG,chimes.biola.edu,ca
La Verne,http://laverne.edu/campus-times/,Campus Times,NP,CO,ENG,laverne.edu,ca
La Verne,http://www.lavernecommunitynews.com/,La Verne Community News,NP,GI,ENG,lavernecommunitynews.com,ca
Ladera Ranch,http://www.laderaranchnews.com/,Ladera Ranch News,NP,GI,ENG,laderaranchnews.com,ca
Lafayette,http://www.contracostatimes.com/lafayette,Lamorinda Sun,NP,GI,ENG,contracostatimes.com,ca
Laguna Beach,http://www.coastlinepilot.com/,Coastline Pilot,NP,GI,ENG,coastlinepilot.com,ca
Laguna Beach,http://www.lagunabeachindy.com/,Laguna Beach Independent,NP,GI,ENG,lagunabeachindy.com,ca
Laguna Beach,http://lagunajournal.com/,Laguna Journal,IN,GI,ENG,lagunajournal.com,ca
Laguna Beach,http://epaper.ocregister.com/Olive/ODE/OCWLagunaNewsPost/,Laguna News Post,NP,GI,ENG,epaper.ocregister.com,ca
Laguna Beach,http://stunewslaguna.com/,Stu News Laguna,IN,GI,ENG,stunewslaguna.com,ca
Laguna Niguel,http://epaper.ocregister.com/Olive/ODE/OCWLagunaNiguelNews/,Laguna Niguel News,NP,GI,ENG,epaper.ocregister.com,ca
Laguna Woods,http://epaper.ocregister.com/Olive/ODE/OCWLagunaWoodsGlobe/,Laguna Woods Globe,NP,GI,ENG,epaper.ocregister.com,ca
Lake Elsinore,http://lakeelsinore.press/,Lake Ensinore Press,IN,GI,ENG,lakeelsinore.press,ca
Lake Forest,http://epaper.ocregister.com/Olive/ODE/OCWSaddlebackValleyNewsLFLH/,Saddleback Valley News,NP,GI,ENG,epaper.ocregister.com,ca
Lake Isabella,http://www.kernvalleysun.com/,Kern Valley Sun,NP,GI,ENG,kernvalleysun.com,ca
Lake Los Angeles,http://www.lklosangelesnews.com/,Lake Los Angeles News,NP,GI,ENG,lklosangelesnews.com,ca
Lakeport,http://www.lakeconews.com/,Lake County News,IN,GI,ENG,lakeconews.com,ca
Lakeport,http://www.record-bee.com/,Lake County Record Bee,NP,GI,ENG,record-bee.com,ca
Lancaster,http://theavtimes.com/,Antelope Valley Times,IN,GI,ENG,theavtimes.com,ca
Lawndale,http://www.heraldpublications.com/herald/lawndale-tribune/,Lawndale Tribune,NP,GI,ENG,heraldpublications.com,ca
Lincoln,http://www.lincolnnewsmessenger.com/,Lincoln News Messenger,NP,GI,ENG,lincolnnewsmessenger.com,ca
Linden,http://www.lindenherald.com/,Linden Herald,NP,GI,ENG,lindenherald.com,ca
Livermore,http://www.lpcexpress.org/,Express,NP,CO,ENG,lpcexpress.org,ca
Livermore,http://www.independentnews.com/,Independent,NP,GI,ENG,independentnews.com,ca
Livingston,http://www.mercedsunstar.com/news/local/community/livingston/,Livingston Chronicle,NP,GI,ENG,mercedsunstar.com,ca
Lodi,http://www.lodinews.com/,Lodi News Sentinel,NP,GI,ENG,lodinews.com,ca
Loma Linda,http://lomalinda.citynewsgroup.com/,Loma Linda City News,NP,GI,ENG,lomalinda.citynewsgroup.com,ca
Lompoc,http://lompocrecord.com/,Lompoc Record,NP,GI,ENG,lompocrecord.com,ca
Long Beach,http://www.daily49er.com/,49er,NP,CO,ENG,daily49er.com,ca
Long Beach,http://www.lbreport.com/,LB Report,IN,GI,ENG,lbreport.com,ca
Long Beach,http://www.lbbusinessjournal.com/,Long Beach Business Journal,NP,BU,ENG,lbbusinessjournal.com,ca
Long Beach,http://digital.precinctreporter.com/app.php?bookcode=,Long Beach Leader,NP,ET,ENG,digital.precinctreporter.com,ca
Long Beach,http://lbpost.com/,Long Beach Post,NP,GI,ENG,lbpost.com,ca
Long Beach,http://www.presstelegram.com/,Long Beach Press Telegram,NP,GI,ENG,presstelegram.com,ca
Long Beach,http://www.lbunion.com/,Long Beach Union,NP,CO,ENG,lbunion.com,ca
Long Beach,http://lbccvikingnews.com/,Viking,NP,CO,ENG,lbccvikingnews.com,ca
Long Beach,http://www.gazettes.com/,Downtown Gazette,NP,GI,ENG,gazettes.com,ca
Long Beach (East),http://www.longbeachcomber.com/,Beachcomber,NP,GI,ENG,longbeachcomber.com,ca
Long Beach (East),http://www.lb908.com/,Long Beach 908,MG,GI,ENG,lb908.com,ca
Loomis,http://www.theloomisnews.com/,Loomis News,NP,GI,ENG,theloomisnews.com,ca
Los Alamitos,http://www.newsenterprise.net/,News Enterprise,NP,GI,ENG,newsenterprise.net,ca
Los Altos,http://www.losaltosonline.com/,Los Altos Town Crier,NP,GI,ENG,losaltosonline.com,ca
Los Angeles,http://www.20demayo.org/,20 de Mayo,NP,ET,SPA,20demayo.org,ca
Los Angeles,http://www.alborde.com/,Al Borde,NP,ET,SPA,alborde.com,ca
Los Angeles,http://asbarez.com/,Asbarez,NP,ET,ENG,asbarez.com,ca
Los Angeles,http://asbarez.com/arm/,Asbarez,NP,ET,HYE,asbarez.com,ca
Los Angeles,http://www.balita.com/,Balita,NP,ET,ENG,balita.com,ca
Los Angeles,http://www.beiruttimes.com/,Beirut Times,NP,ET,ARA,beiruttimes.com,ca
Los Angeles,http://www.beiruttimes.com/en/,Beirut Times,NP,ET,ENG,beiruttimes.com,ca
Los Angeles,http://www.british-weekly.com/,British Weekly,NP,ET,ENG,british-weekly.com,ca
Los Angeles,http://calcrusnews.com/,California Crusader News,NP,ET,ENG,calcrusnews.com,ca
Los Angeles,http://californiaexaminer.net/,California Examiner,NP,ET,ENG,californiaexaminer.net,ca
Los Angeles,https://losangeles.cbslocal.com/,CBS Los Angeles,BC,GI,ENG,losangeles.cbslocal.com,ca
Los Angeles,http://change-links.org/,Change Links,NP,AL,ENG,change-links.org,ca
Los Angeles,http://www.chinesedaily.com/,Chinese L.A. Daily News,NP,ET,ZHO,chinesedaily.com,ca
Los Angeles,http://www.citynewsla.com/,City News Los Angeles,NP,GL,ENG,citynewsla.com,ca
Los Angeles,http://collegianwired.tumblr.com/,Collegian,NP,CO,ENG,collegianwired.tumblr.com,ca
Los Angeles,http://dailybruin.com/,Daily Bruin,NP,CO,ENG,dailybruin.com,ca
Los Angeles,http://dailytrojan.com/,Daily Trojan,NP,CO,ENG,dailytrojan.com,ca
Los Angeles,http://egpnews.com/,EGP News,IN,ET,ENG,egpnews.com,ca
Los Angeles,http://egpnews.com/category/seccion-de-espanol/,EGP News,IN,ET,SPA,egpnews.com,ca
Los Angeles,http://www.elaviso.com/,El Aviso,MG,ET,SPA,elaviso.com,ca
Los Angeles,http://elclasificado.com/losangeles,El Clasificado,NP,SH,SPA,elclasificado.com,ca
Los Angeles,http://entertainmenttoday.net/,Entertainment Today,NP,AL,ENG,entertainmenttoday.net,ca
Los Angeles,http://www.farandulausa.com/,Farandula USA,NP,ET,SPA,farandulausa.com,ca
Los Angeles,https://www.frontiersmedia.com/,Frontiers,NP,GL,ENG,frontiersmedia.com,ca
Los Angeles,http://www.hoylosangeles.com/,Hoy,NP,ET,SPA,hoylosangeles.com,ca
Los Angeles,http://www.impactousa.com/,Impacto USA,NP,ET,SPA,impactousa.com,ca
Los Angeles,http://www.indiajournal.com/,India Journal,NP,ET,ENG,indiajournal.com,ca
Los Angeles,http://www.chinesetoday.com/,International Daily News,NP,ET,ZHO,chinesetoday.com,ca
Los Angeles,http://www.investors.com/,Investor's Business Daily,NP,BU,ENG,investors.com,ca
Los Angeles,http://www.iranshahrweekly.com/,Iranshahr Weekly,NP,ET,FAS,iranshahrweekly.com,ca
Los Angeles,http://www.jewishjournal.com/,Jewish Journal of Greater Los,NP,RL,ENG,jewishjournal.com,ca
Los Angeles,http://www.jewishobserver-la.com/,Jewish Observer,NP,RL,ENG,jewishobserver-la.com,ca
Los Angeles,http://abc7.com/,KABC,BC,GI,ENG,abc7.com,ca
Los Angeles,http://www.kabc.com/,KABC,BC,GII,ENG,kabc.com,ca
Los Angeles,http://www.kcet.org/,KCET,BC,GI,ENG,kcet.org,ca
Los Angeles,http://kfiam640.iheart.com/,KFI,BC,GI,ENG,kfiam640.iheart.com,ca
Los Angeles,http://thebeast980.com/,KFWB,BC,SP,ENG,thebeast980.com,ca
Los Angeles,http://www.univision.com/los-angeles,KMEX,BC,ET,SPA,univision.com,ca
Los Angeles,http://www.nbclosangeles.com/,KNBC,BC,GI,ENG,nbclosangeles.com,ca
Los Angeles,http://losangeles.cbslocal.com/,KNX,BC,GI,ENG,losangeles.cbslocal.com,ca
Los Angeles,http://la.koreadaily.com/,Korea Daily,NP,ET,KOR,la.koreadaily.com,ca
Los Angeles,http://heraldk.com/en/,Korea Herald Business,NP,ET,ENG,heraldk.com,ca
Los Angeles,http://heraldk.com/,Korea Herald Business,NP,ET,KOR,heraldk.com,ca
Los Angeles,http://www.koreatimesus.com/,Korea Times,NP,ET,ENG,koreatimesus.com,ca
Los Angeles,http://la.koreatimes.com/,Korea Times,NP,ET,KOR,la.koreatimes.com,ca
Los Angeles,http://www.scpr.org/,KPCC,BC,GI,ENG,scpr.org,ca
Los Angeles,http://www.estrellatv.com/,KRCA,BC,GI,ENG,estrellatv.com,ca
Los Angeles,http://ktla.com/,KTLA,BC,GI,ENG,ktla.com,ca
Los Angeles,http://www.myfoxla.com/,KTTV,BC,GI,ENG,myfoxla.com,ca
Los Angeles,http://www.telemundo52.com/,KVEA,BC,ET,SPA,telemundo52.com,ca
Los Angeles,http://www.la.com/,LA,IN,AL,ENG,la.com,ca
Los Angeles,http://www.laobserved.com/,LA Observed,IN,GI,ENG,laobserved.com,ca
Los Angeles,http://www.laopinion.com/,La Opinion,NP,ET,SPA,laopinion.com,ca
Los Angeles,http://www.laweekly.com/,LA Weekly,NP,AL,ENG,laweekly.com,ca
Los Angeles,http://laist.com/,LAist,IN,GI,ENG,laist.com,ca
Los Angeles,http://www.lalatimes.com/,LaLa Times,IN,SR,ENG,lalatimes.com,ca
Los Angeles,http://www.lamag.com/,Los Angeles,MG,GI,ENG,lamag.com,ca
Los Angeles,http://www.labusinessjournal.com/,Los Angeles Business Journal,NP,GI,ENG,labusinessjournal.com,ca
Los Angeles,http://la-confidential-magazine.com/,Los Angeles Confidential,MG,GI,ENG,la-confidential-magazine.com,ca
Los Angeles,http://www.dailynews.com/,Los Angeles Daily News,NP,GI,ENG,dailynews.com,ca
Los Angeles,http://losangelesfreepress.com/,Los Angeles Free Press,NP,AL,ENG,losangelesfreepress.com,ca
Los Angeles,http://la.indymedia.org/,Los Angeles Indymedia,NP,GI,ENG,la.indymedia.org,ca
Los Angeles,http://www.laloyolan.com/,Los Angeles Loyolan,NP,CO,ENG,laloyolan.com,ca
Los Angeles,http://lasentinel.net/,Los Angeles Sentinel,NP,ET,ENG,lasentinel.net,ca
Los Angeles,http://www.latimes.com/,Los Angeles Times,NP,GI,ENG,latimes.com,ca
Los Angeles,http://www.metnews.com/,Metropolitan News Enterprise,NP,BU,ENG,metnews.com,ca
Los Angeles,http://egpnews.com/category/editions/mexican-american-sun/,Mexican American Sun,NP,ET,ENG,egpnews.com,ca
Los Angeles,http://www.militarypress.com/,Military Press,NP,ML,ENG,militarypress.com,ca
Los Angeles,http://mynewsla.com/,My News LA,IN,GI,ENG,mynewsla.com,ca
Los Angeles,http://www.nguoi-viet.com/,Nguoi Viet Daily News,NP,ET,VIE,nguoi-viet.com,ca
Los Angeles,http://occidentalweekly.com/,Occidental Weekly,NP,CO,ENG,occidentalweekly.com,ca
Los Angeles,http://www.pakistanlink.org/,Pakistan Link,NP,ET,ENG,pakistanlink.org,ca
Los Angeles,http://quepasabulletin.com/,Que Pasa Bulletin,NP,ET,SPA,quepasabulletin.com,ca
Los Angeles,http://www.rafu.com/,Rafu Shimpo,IN,ET,ENG,rafu.com,ca
Los Angeles,http://www.rafu.com/category/english/,Rafu Shimpo,NP,ET,ENG,rafu.com,ca
Los Angeles,http://www.rafu.com/category/japanese/,Rafu Shimpo,NP,ET,JPN,rafu.com,ca
Los Angeles,http://www.siammedia.org/,Siam Media,NP,ET,THA,siammedia.org,ca
Los Angeles,http://www.siamtownus.com/,Siamtown US,NP,ET,THA,siamtownus.com,ca
Los Angeles,http://www.singtaousa.com/,Sing Tao,NP,ET,ZHO,singtaousa.com,ca
Los Angeles,http://www.angelusnews.com/,Tidings,NP,RL,ENG,angelusnews.com,ca
Los Angeles,http://www.coolstatela.com/,University Times,NP,CO,ENG,coolstatela.com,ca
Los Angeles,http://vida-nueva.com/,Vida Nueva,NP,ET,SPA,vida-nueva.com,ca
Los Angeles,http://www.viendongdaily.com/,Vien Dong Daily News,NP,ET,VIE,viendongdaily.com,ca
Los Angeles,https://www.watan.com/,Watan,NP,ET,ARA,watan.com,ca
Los Angeles,https://www.watanserb.com/,Watan Serb,NP,ET,ARA,watanserb.com,ca
Los Angeles,http://wavenewspapers.com/,Wave Newspapers,IN,GI,ENG,wavenewspapers.com,ca
Los Angeles,http://www.worldjournal.com/category/losangeles/,World Journal,NP,ET,ZHO,worldjournal.com,ca
Los Angeles,http://www.beachwoodvoice.com/,Beachwood Voice,NP,GI,ENG,beachwoodvoice.com,ca
Los Angeles,http://egpnews.com/category/editions/ela-brooklyn-belvedere-comet/,ELA Brooklyn Belvedere Comet,NP,ET,ENG,egpnews.com,ca
Los Angeles (Beverly,http://beverlypress.com/,Beverly Press,NP,GI,ENG,beverlypress.com,ca
Los Angeles,http://westsidetoday.com/?s=brentwood,Brentwood News,NP,GI,ENG,westsidetoday.com,ca
Los Angeles (Century,http://westsidetoday.com/?s=century+city,Century City News,NP,GI,ENG,westsidetoday.com,ca
Los Angeles,http://www.ladowntownnews.com/,Los Angeles Downtown News,NP,GI,ENG,ladowntownnews.com,ca
Los Angeles (East),http://wavenewspapers.com/category/news/local/east_edition/,Los Angeles Wave East,NP,GI,ENG,wavenewspapers.com,ca
Los Angeles (Eastside),http://egpnews.com/category/editions/eastside-sun/,Eastside Sun,NP,ET,ENG,egpnews.com,ca
Los Angeles (Eastside),http://www.theeastsiderla.com/,Eastsider,IN,GI,ENG,theeastsiderla.com,ca
Los Angeles,http://www.lvhmagazine.com/,Las Vegas Hollywood,MG,GI,ENG,lvhmagazine.com,ca
Los Angeles,http://larchmontchronicle.com/,Larchmont Chronicle,NP,GI,ENG,larchmontchronicle.com,ca
Los Angeles (Los,http://www.losfelizledger.com/,Los Feliz Ledger,NP,GI,ENG,losfelizledger.com,ca
Los Angeles,http://www.boulevardsentinel.com/,Boulevard Sentinel,NP,GI,ENG,boulevardsentinel.com,ca
Los Angeles,http://wavenewspapers.com/category/news/local/northeast_edition/,Los Angeles Wave Northeast,NP,GI,ENG,wavenewspapers.com,ca
Los Angeles,http://egpnews.com/category/editions/northeast-sun/,Northeast Sun,NP,ET,ENG,egpnews.com,ca
Los Angeles,http://sundial.csun.edu/,Daily Sundial,NP,CO,ENG,sundial.csun.edu,ca
Los Angeles,http://www.evalleyvoice.com/,Valley Voice,NP,GI,ENG,evalleyvoice.com,ca
Los Angeles (Pacific,http://palisadesnews.com/,Palisades News,NP,GI,ENG,palisadesnews.com,ca
Los Angeles (Pacific,http://www.palipost.com/,Palisadian Post,NP,GI,ENG,palipost.com,ca
Los Angeles (San,http://www.randomlengthsnews.com/,Random Lengths,NP,AL,ENG,randomlengthsnews.com,ca
Los Angeles (San,http://sanpedronewspilot.com/,San Pedro News Pilot,IN,GI,ENG,sanpedronewspilot.com,ca
Los Angeles (San,http://www.sanpedrotoday.com/,San Pedro Today,MG,GI,ENG,sanpedrotoday.com,ca
Los Angeles (Silver,http://www.thesilverlakenews.com/,Silver Lake News,IN,GI,ENG,thesilverlakenews.com,ca
Los Angeles (Studio,http://shermanoaksstudiocitynews.com/,The Studio City Sherman Oaks,NP,GI,ENG,shermanoaksstudiocitynews.com,ca
Los Angeles (Toluca,http://tolucantimes.info/,Tolucan Times,NP,GI,ENG,tolucantimes.info,ca
Los Angeles (Tujunga),http://www.thefoothillspaper.com/,Foothills Paper,NP,GI,ENG,thefoothillspaper.com,ca
Los Angeles (Valley,http://thevalleystar.com/,Valley Star,NP,CO,ENG,thevalleystar.com,ca
Los Angeles (Venice),http://www.freevenice.org/,Free Venice Beachhead,NP,GI,ENG,freevenice.org,ca
Los Angeles (Venice),http://venicebreakingnews.com/,Venice Breaking News,IN,GI,ENG,venicebreakingnews.com,ca
Los Angeles (Venice),http://www.yovenice.com/,Yo Venice,IN,GI,ENG,yovenice.com,ca
Los Angeles (Watts),http://www.lawattstimes.com/,L.A. Watts Times,NP,ET,ENG,lawattstimes.com,ca
Los Angeles (West),http://wavenewspapers.com/category/news/local/west_edition/,Los Angeles Wave West,NP,GI,ENG,wavenewspapers.com,ca
Los Angeles,http://westsidetoday.com/,Westside Today,IN,GI,ENG,westsidetoday.com,ca
Los Angeles,https://harbortides.wordpress.com/,Harbor Tides,NP,CO,ENG,harbortides.wordpress.com,ca
Los Angeles (Woodland,http://theroundupnews.com/,Roundup,NP,CO,ENG,theroundupnews.com,ca
Los Angeles (Woodland,http://www.sfvbj.com/,San Fernando Valley Business,NP,BU,ENG,sfvbj.com,ca
Los Angeles (Woodland,http://www.valleynewsgroup.com/,Weekly Valley Vantage,NP,GI,ENG,valleynewsgroup.com,ca
Los Angeles,http://egpnews.com/category/editions/wyvernwood-chronicle/,Wyvernwood Chronicle,NP,ET,ENG,egpnews.com,ca
Los Angeles AFB,http://www.aerotechnews.com/laafb/,Aerotech News and Review,NP,ML,ENG,aerotechnews.com,ca
Los Banos,http://www.losbanosenterprise.com/,Los Banos Enterprise,NP,GI,ENG,losbanosenterprise.com,ca
Los Gatos,http://losgatosthisweek.com/,Los Gatos This Week,NP,GI,ENG,losgatosthisweek.com,ca
Los Gatos,http://www.mercurynews.com/los-gatos/,Los Gatos Weekly Times,NP,GI,ENG,mercurynews.com,ca
Loyalton,http://www.sierrabooster.com/,Sierra Booster,NP,GI,ENG,sierrabooster.com,ca
Lucerne Valley,http://www.lucernevalleyleader.com/,Leader,NP,GI,ENG,lucernevalleyleader.com,ca
Lynwood,http://wavenewspapers.com/category/news/local/lynwood_press/,Lynwood Press,NP,GI,ENG,wavenewspapers.com,ca
Madera,http://www.maderatribune.com/,Madera Tribune,NP,GI,ENG,maderatribune.com,ca
Madera (Ranchos),http://www.theranchos.com/fb.php?fc=news,Ranchos Independent,NP,GI,ENG,theranchos.com,ca
Malibu,http://pepperdine-graphic.com/,Graphic,NP,CO,ENG,pepperdine-graphic.com,ca
Malibu,http://malibuchronicle.com/,Malibu Chronicle,NP,GI,ENG,malibuchronicle.com,ca
Malibu,http://www.malibumag.com/,Malibu Magazine,MG,GI,ENG,malibumag.com,ca
Malibu,http://www.malibusurfsidenews.com/,Malibu Surfside News,NP,GI,ENG,malibusurfsidenews.com,ca
Malibu,http://www.malibutimes.com/,Malibu Times,NP,GI,ENG,malibutimes.com,ca
Mammoth Lakes,http://www.mammothtimes.com/,Mammoth Times,NP,GI,ENG,mammothtimes.com,ca
Mammoth Lakes,http://www.mammothsheet.com/,Sheet,NP,GI,ENG,mammothsheet.com,ca
Manhattan Beach,http://tbrnews.com/,Beach Reporter,NP,GI,ENG,tbrnews.com,ca
Manhattan Beach,http://www.heraldpublications.com/herald/manhattan-beach-sun/,Manhattan Beach Sun,NP,GI,ENG,heraldpublications.com,ca
Manteca,http://www.mantecabulletin.com/,Manteca Bulletin,NP,GI,ENG,mantecabulletin.com,ca
Manteca,http://www.sunpost.net/,Sun Post,NP,GI,ENG,sunpost.net,ca
March ARB,http://www.aerotechnews.com/marcharb/,Beacon,NP,ML,ENG,aerotechnews.com,ca
Marina del Rey,http://argonautnews.com/,Argonaut,NP,AL,ENG,argonautnews.com,ca
Mariposa,http://www.mariposagazette.com/,Mariposa Gazette,NP,GI,ENG,mariposagazette.com,ca
Mariposa,http://www.goldrushcam.com/sierrasuntimes/,Sierra Sun Times,IN,GI,ENG,goldrushcam.com,ca
Martinez,http://www.ccnewsregister.com/,Contra Costa News Register,NP,GI,ENG,ccnewsregister.com,ca
Martinez,http://martinezgazette.com/,Martinez News Gazette,NP,GI,ENG,martinezgazette.com,ca
Marysville,http://www.appeal-democrat.com/,Appeal Democrat,NP,GI,ENG,appeal-democrat.com,ca
Marysville,http://www.theprospector.org/,Prospector,NP,CO,ENG,theprospector.org,ca
McKinleyville,http://mckinleyvillepress.com/,McKinleyville Press,NP,GI,ENG,mckinleyvillepress.com,ca
Mendocino,http://www.mendocinobeacon.com/,Mendocino Beacon,NP,GI,ENG,mendocinobeacon.com,ca
Menifee,http://www.menifee247.com/,Menifee 24/7,IN,GI,ENG,menifee247.com,ca
Menifee,http://www.menifeebuzz.com/,Menifee Buzz,NP,GI,ENG,menifeebuzz.com,ca
Menlo Park,http://www.almanacnews.com/,Almanac,NP,GI,ENG,almanacnews.com,ca
Menlo Park,http://inmenlo.com/,In Menlo,IN,GI,ENG,inmenlo.com,ca
Merced,http://www.centralvalleyvoice.com/,Central Valley Voice,NP,ET,ENG,centralvalleyvoice.com,ca
Merced,http://www.mercedcountytimes.net/,Merced County Times,NP,GI,ENG,mercedcountytimes.net,ca
Merced,http://www.mercedsunstar.com/,Merced Sun Star,NP,GI,ENG,mercedsunstar.com,ca
Mill Valley,http://www.marinscope.com/mill_valley_herald/,Mill Valley Herald,NP,GI,ENG,marinscope.com,ca
Mill Valley,http://www.pacificsun.com/,Pacific Sun,NP,AL,ENG,pacificsun.com,ca
Milpitas,http://www.mercurynews.com/milpitas,Milpitas Post,NP,GI,ENG,mercurynews.com,ca
Mission Viejo,http://lariatnews.com/,Lariat,NP,CO,ENG,lariatnews.com,ca
Mission Viejo,http://epaper.ocregister.com/Olive/ODE/OCWSaddlebackValleyNewsMV/,Saddleback Valley News,NP,GI,ENG,epaper.ocregister.com,ca
Modesto,http://www.modbee.com/,Modesto Bee,NP,GI,ENG,modbee.com,ca
