scope,url,media_name,media_type,media_focus,language,domain,state_abbr
Friona,http://www.frionaonline.com/,Friona Star,NP,GI,ENG,frionaonline.com,tx
Frisco,http://starlocalmedia.com/friscoenterprise/,Frisco Enterprise,NP,GI,ENG,starlocalmedia.com,tx
Frisco,http://www.frisco-online.com/,Frisco Online,IN,GI,ENG,frisco-online.com,tx
Gainesville,http://www.gainesvilleregister.com/,Gainesville Daily Register,NP,GI,ENG,gainesvilleregister.com,tx
Galveston,http://www.galvnews.com/,Galveston County Daily News,NP,GI,ENG,galvnews.com,tx
Galveston,http://www.guidrynews.com/,Guidry News Service,IN,GI,ENG,guidrynews.com,tx
Galveston,http://www.instantnewsgalveston.com/,Instant News Galveston,IN,GI,ENG,instantnewsgalveston.com,tx
Garland,http://thegarlandtexan.com/,Garland Texan,IN,GI,ENG,thegarlandtexan.com,tx
Gatesville,https://www.gatesvillemessenger.com/,Gatesville Messenger and Star,NP,GI,ENG,gatesvillemessenger.com,tx
Georgetown,http://megaphone.southwestern.edu/,Megaphone,NP,CO,ENG,megaphone.southwestern.edu,tx
Georgetown,http://www.wilcosun.com/,Williamson County Sun,NP,GI,ENG,wilcosun.com,tx
Giddings,http://www.giddingstimes.com/,Giddings Times and News,NP,GI,ENG,giddingstimes.com,tx
Gilmer,http://www.gilmermirror.com/,Gilmer Mirror,NP,GI,ENG,gilmermirror.com,tx
Gladewater,http://www.gladewatermirror.com/,Gladewater Mirror,NP,GI,ENG,gladewatermirror.com,tx
Glen Rose,http://www.yourglenrosetx.com/,Glen Rose Reporter,NP,GI,ENG,yourglenrosetx.com,tx
Glen Rose,http://salon.glenrose.net/,Somervell County Salon,IN,GI,ENG,salon.glenrose.net,tx
Goldthwaite,http://www.goldthwaiteeagle.com/,Goldthwaite Eagle,NP,GI,ENG,goldthwaiteeagle.com,tx
Goliad,http://www.mysoutex.com/goliad_advance_guard/,Goliad Express Guard,NP,GI,ENG,mysoutex.com,tx
Gonzales,https://www.gonzalescannon.com/,Gonzales Cannon,NP,GI,ENG,gonzalescannon.com,tx
Gonzales,http://www.gonzalesinquirer.com/,Gonzales Inquirer,NP,GI,ENG,gonzalesinquirer.com,tx
Gorman,https://www.eastlandcountytoday.com/gorman-progress,Gorman Progress,NP,GI,ENG,eastlandcountytoday.com,tx
Graford,https://www.grahamleader.com/lake-country-sun,Lake Country Sun,NP,GI,ENG,grahamleader.com,tx
Graham,https://www.grahamleader.com/,Graham Leader,NP,GI,ENG,grahamleader.com,tx
Grand Prairie,http://grandprairiereporter.com/,Grand Prairie Reporter,IN,GI,ENG,grandprairiereporter.com,tx
Grand Prairie,http://www.grandprairietimes.com/,Grand Prairie Times,NP,GI,ENG,grandprairietimes.com,tx
Grand Saline,https://grandsalinesun.com/,Grand Saline Sun,NP,GI,ENG,grandsalinesun.com,tx
Grand Saline,http://www.smalltownpapers.com/newspapers/newspaper.php?id=147,Grand Saline Sun,NP,GI,ENG,smalltownpapers.com,tx
Granbury,http://hcnews.com/pages/,Hood County News,NP,GI,ENG,hcnews.com,tx
Grapeland,http://messenger-news.com/,Messenger,NP,GI,ENG,messenger-news.com,tx
Grapevine,http://www.star-telegram.com/news/local/community/courier-journal/,Courier Journal,NP,GI,ENG,star-telegram.com,tx
Grapevine,http://www.grapevinetxonline.com/,Grapevine Texas Online,IN,GI,ENG,grapevinetxonline.com,tx
Greenville,https://egreenvilleextra.com/,E Extra News,IN,GI,ENG,egreenvilleextra.com,tx
Greenville,http://www.heraldbanner.com/,Greenville Herald Banner,NP,GI,ENG,heraldbanner.com,tx
Groesbeck,https://www.groesbeckjournal.com/,Groesbeck Journal,NP,GI,ENG,groesbeckjournal.com,tx
Groesbeck,http://www.smalltownpapers.com/newspapers/newspaper.php?id=146,Groesbeck Journal,NP,GI,ENG,smalltownpapers.com,tx
Groveton,http://www.grovetonnews.com/,Groveton News,NP,GI,ENG,grovetonnews.com,tx
Hallettsville,http://www.lavacacountytoday.com/,Hallettsville Tribune Herald,NP,GI,ENG,lavacacountytoday.com,tx
Hamilton,http://www.thehamiltonherald-news.com/,Hamilton Herald News,NP,GI,ENG,thehamiltonherald-news.com,tx
Harker Heights,http://hheveningstar.com/,Harker Heights Evening Star,NP,GI,ENG,hheveningstar.com,tx
Harker Heights,http://kdhnews.com/harker_heights_herald/,Harker Heights Herald,NP,GI,ENG,kdhnews.com,tx
Harlingen,http://valleycentral.com/,KGBT,BC,GI,ENG,valleycentral.com,tx
Harlingen,http://www.valleymorningstar.com/,Valley Morning Star,NP,GI,ENG,valleymorningstar.com,tx
Hawkins,http://www.hlrgazette.com/,Hawkins Holly Lake Gazette,NP,GI,ENG,hlrgazette.com,tx
Hawley,https://www.americannewspapers.net/hawley-american/,Hawley American,NP,GI,ENG,americannewspapers.net,tx
Hearne,https://www.robconews.com/,Robertson County News,NP,GI,ENG,robconews.com,tx
Hemphill,https://www.sabinecountyreporter.com/,Sabine County Reporter,NP,GI,ENG,sabinecountyreporter.com,tx
Hempstead,http://www.wallerconewscitizen.com/,Waller County News Citizen,NP,GI,ENG,wallerconewscitizen.com,tx
Henderson,http://www.hendersondailynews.com/,Henderson Daily News,NP,GI,ENG,hendersondailynews.com,tx
Henrietta,http://www.claycountyleader.com/,Clay County Leader,NP,GI,ENG,claycountyleader.com,tx
Henrietta,http://www.smalltownpapers.com/newspapers/newspaper.php?id=60,Clay County Leader,NP,GI,ENG,smalltownpapers.com,tx
Hereford,http://www.herefordbrand.com/,Hereford Brand,NP,GI,ENG,herefordbrand.com,tx
Hico,http://www.thehiconewsreview.com/,Hico News Review,NP,GI,ENG,thehiconewsreview.com,tx
Highland Park,http://www.parkcitiesnews.com/,Park Cities News,NP,GI,ENG,parkcitiesnews.com,tx
Highland Park,http://www.parkcitiespeople.com/,Park Cities People,NP,GI,ENG,parkcitiespeople.com,tx
Highlands,http://starcouriernews.com/,Highlands Star Crosby Courier,NP,GI,ENG,starcouriernews.com,tx
Hillsboro,http://hillsbororeporter.com/,Hillsboro Reporter,NP,GI,ENG,hillsbororeporter.com,tx
Hondo,https://www.hondoanvilherald.com/,Hondo Anvil Herald,NP,GI,ENG,hondoanvilherald.com,tx
Hondo,http://cornerstonenewspapers.com/medina-valley-times.html,Medina Valley Times,NP,GI,ENG,cornerstonenewspapers.com,tx
Honey Grove,http://www.honeygroveweeklygazette.com/,Weekly Gazette,NP,GI,ENG,honeygroveweeklygazette.com,tx
Horseshoe Bay,https://www.hillcountrypassport.com/,Hill Country Passport,IN,GI,ENG,hillcountrypassport.com,tx
Horseshoe Bay,https://www.hillcountrypassport.com/hsb/,Horseshoe Bay Beacon,NP,GI,ENG,hillcountrypassport.com,tx
Horseshoe Bay,https://www.hillcountrypassport.com/magazine/,Texas Hill Country Magazine,MG,GI,ENG,hillcountrypassport.com,tx
Houston,http://aframnews.com/,African American News and Issues,NP,ET,ENG,aframnews.com,tx
Houston,http://www.buenasuerte.com/,Buena Suerte,NP,ET,SPA,buenasuerte.com,tx
Houston,http://thedailycougar.com/,Daily Cougar,NP,CO,ENG,thedailycougar.com,tx
Houston,https://www.dailycourtreview.com/,Daily Court Review,NP,BU,ENG,dailycourtreview.com,tx
Houston,http://defendernetwork.com/,Defender,NP,ET,ENG,defendernetwork.com,tx
Houston,http://www.enfoquedeportivo.com/,Enfoque Deportivo,NP,ET,SPA,enfoquedeportivo.com,tx
Houston,http://www.bizjournals.com/houston/,Houston Business Journal,NP,BU,ENG,bizjournals.com,tx
Houston,http://www.chron.com/,Houston Chronicle,NP,GI,ENG,chron.com,tx
Houston,http://www.forwardtimesonline.com/,Houston Forward Times,NP,ET,ENG,forwardtimesonline.com,tx
Houston,http://www.houstonpress.com/,Houston Press,NP,AL,ENG,houstonpress.com,tx
Houston,http://www.houstonpublicmedia.org/,Houston Public Media,BC,GI,ENG,houstonpublicmedia.org,tx
Houston,http://www.houstonsun.com/,Houston Sun,NP,ET,ENG,houstonsun.com,tx
Houston,http://www.indoamerican-news.com/,Indo American News,NP,ET,ENG,indoamerican-news.com,tx
Houston,http://lainformacion.us/,Informacion,NP,ET,SPA,lainformacion.us,tx
Houston,http://jhvonline.com/,Jewish Herald Voice,NP,RL,ENG,jhvonline.com,tx
Houston,http://www.khou.com/,KHOU,BC,GI,ENG,khou.com,tx
Houston,http://cw39.com/,KIAH,BC,GI,ENG,cw39.com,tx
Houston,http://www.click2houston.com/,KPRC,BC,GI,ENG,click2houston.com,tx
Houston,http://www.fox26houston.com/,KRIV,BC,GI,ENG,fox26houston.com,tx
Houston,http://www.telemundohouston.com/,KTMD,BC,ET,SPA,telemundohouston.com,tx
Houston,http://ktrh.iheart.com/,KTRH,BC,GI,ENG,ktrh.iheart.com,tx
Houston,http://abc13.com/,KTRK,BC,GI,ENG,abc13.com,tx
Houston,http://www.univision.com/houston/kxln,KXLN,BC,ET,SPA,univision.com,tx
Houston,http://www.ourtx.com/,Nash Tekhas,NP,ET,RUS,ourtx.com,tx
Houston,http://www.ricethresher.org/,Rice Thresher,NP,CO,ENG,ricethresher.org,tx
Houston,http://semananews.com/,Semana News,NP,ET,SPA,semananews.com,tx
Houston,https://scdaily.com/,Southern Chinese Daily News,NP,ET,ZHO,scdaily.com,tx
Houston,http://www.southwestfarmpress.com/,Southwest Farm Press,NP,AG,ENG,southwestfarmpress.com,tx
Houston,http://www.archgh.org/TCH/,Texas Catholic Herald,NP,RL,ENG,archgh.org,tx
Houston,http://voiceofasiaonline.com/,Voice of Asia,NP,ET,ENG,voiceofasiaonline.com,tx
Houston (Clear Lake),http://www.chron.com/neighborhood/bayarea/,Bay Area Citizen,NP,GI,ENG,chron.com,tx
Houston (Clear Lake),http://uhclthesignal.com/,Signal,NP,CO,ENG,uhclthesignal.com,tx
Houston (Heights),http://www.chron.com/neighborhood/heights/,Heights Examiner,NP,GI,ENG,chron.com,tx
Houston (Inner Loop),http://www.houstontribune.com/,Houston Tribune,NP,GI,ENG,houstontribune.com,tx
Houston (Kingwood),http://www.chron.com/neighborhood/kingwood/,Kingwood Observer,NP,GI,ENG,chron.com,tx
Houston (Memorial),http://www.chron.com/neighborhood/memorial/,Memorial Examiner,NP,GI,ENG,chron.com,tx
Houston (Metro North),http://www.publicnewsonline.com/,Public News,NP,GI,ENG,publicnewsonline.com,tx
Houston (North Shore),http://www.northchannelstar.com/,North Channel Star,NP,GI,ENG,northchannelstar.com,tx
Houston (Northeast),http://nenewsroom.com/,Northeast News,NP,GI,ENG,nenewsroom.com,tx
Howe,http://howeenterprise.com/,Howe Enterprise,NP,GI,ENG,howeenterprise.com,tx
Huffman,http://www.chron.com/neighborhood/lakehouston/,Lake Houston Observer,NP,GI,ENG,chron.com,tx
Humble,http://www.chron.com/neighborhood/humble/,Humble Observer,NP,GI,ENG,chron.com,tx
Humble,http://www.ourtribune.com/,Tribune,NP,GI,ENG,ourtribune.com,tx
Huntsville,http://houstonianonline.com/,Houstonian,NP,CO,ENG,houstonianonline.com,tx
Huntsville,http://www.itemonline.com/,Huntsville Item,NP,GI,ENG,itemonline.com,tx
Huntsville,http://huntsvillevoice.com/,Huntsville Voice,IN,GI,ENG,huntsvillevoice.com,tx
Hurst,http://www.star-telegram.com/news/local/community/hurst-euless-bedford_news/,Hurst Euless Bedford News,NP,GI,ENG,star-telegram.com,tx
Hutto,http://www.thehuttonews.com/,Hutto News,NP,GI,ENG,thehuttonews.com,tx
Ingleside,https://www.inglesideindex.com/,Ingleside Index,NP,GI,ENG,inglesideindex.com,tx
Ingram,http://wkcurrent.com/,West Kerr Current,NP,GI,ENG,wkcurrent.com,tx
Iowa Park,http://www.iowaparkleader.com/,Iowa Park Leader,NP,GI,ENG,iowaparkleader.com,tx
Irving,http://www.irvingweekly.com/,Irving Weekly,IN,GI,ENG,irvingweekly.com,tx
Irving,http://ramblernewspapers.com/,Rambler,NP,GI,ENG,ramblernewspapers.com,tx
Irving,http://udallasnews.com/,University News,NP,CO,ENG,udallasnews.com,tx
Jacksboro,https://www.jacksboronewspapers.com/,Jacksboro Herald Gazette,NP,GI,ENG,jacksboronewspapers.com,tx
Jacksonville,http://www.jacksonvilleprogress.com/,Jacksonville Daily Progress,NP,GI,ENG,jacksonvilleprogress.com,tx
Jasper,http://www.beaumontenterprise.com/jasper/,Jasper Newsboy,NP,GI,ENG,beaumontenterprise.com,tx
Jasper,http://www.kjas.com/,KJAS,BC,GI,ENG,kjas.com,tx
Jefferson,http://www.marioncountyherald.com/,Marion County Herald,NP,GI,ENG,marioncountyherald.com,tx
Jewett,http://www.jewettmessengeronline.com/,Jewett Messenger,NP,GI,ENG,jewettmessengeronline.com,tx
Johnson City,https://www.hillcountrypassport.com/jcrc/,Johnson City Record Courier,NP,GI,ENG,hillcountrypassport.com,tx
Joshua,https://www.joshuastar.net/,Joshua Star,NP,GI,ENG,joshuastar.net,tx
Junction,http://www.junctioneagle.com/,Junction Eagle,NP,GI,ENG,junctioneagle.com,tx
Katy,https://coveringkaty.com/,Covering Katy,IN,GI,ENG,coveringkaty.com,tx
Katy,http://www.katymagazine.com/,Katy Magazine,MG,GI,ENG,katymagazine.com,tx
Katy,http://thekatynews.com/,Katy News,NP,GI,ENG,thekatynews.com,tx
Katy,http://www.chron.com/neighborhood/katy/,Katy Rancher,NP,GI,ENG,chron.com,tx
Katy,http://katytimes.com/,Katy Times,NP,GI,ENG,katytimes.com,tx
Kaufman,http://www.kaufmanherald.com/,Kaufman Herald,NP,GI,ENG,kaufmanherald.com,tx
Keene,https://www.keenestar.net/,Keene Star,NP,GI,ENG,keenestar.net,tx
Keller,http://www.star-telegram.com/news/local/community/keller-citizen/,Keller Citizen,NP,GI,ENG,star-telegram.com,tx
Keller,http://www.texasblazenews.com/,Texas Blaze News,NP,GI,ENG,texasblazenews.com,tx
Kenedy,http://www.mysoutex.com/karnes_countywide/,Karnes Countywide,NP,GI,ENG,mysoutex.com,tx
Kerrville,http://www.hccommunityjournal.com/,Hill Country Community Journal,NP,GI,ENG,hccommunityjournal.com,tx
Kerrville,http://dailytimes.com/,Kerrville Daily Times,NP,GI,ENG,dailytimes.com,tx
Kilgore,http://theflareonline.com/,Flare,NP,CO,ENG,theflareonline.com,tx
Kilgore,http://www.kilgorenewsherald.com/,Kilgore News Herald,NP,GI,ENG,kilgorenewsherald.com,tx
Killeen,http://kdhnews.com/,Killeen Daily Herald,NP,GI,ENG,kdhnews.com,tx
Kingsville,http://www.kingsvillerecord.com/,Kingsville Record,NP,GI,ENG,kingsvillerecord.com,tx
Kirbyville,http://www.thekirbyvillebanner.com/,Kirbyville Banner,NP,GI,ENG,thekirbyvillebanner.com,tx
Krum,http://lemonspublications.com/kncurrent.pdf,Krum News,NP,GI,ENG,lemonspublications.com,tx
Kyle,http://www.smalltownpapers.com/newspapers/newspaper.php?id=166,Hays Free Press,NP,GI,ENG,smalltownpapers.com,tx
La Feria,http://www.thelaferianews.com/,La Feria News,NP,GI,ENG,thelaferianews.com,tx
La Grange,https://www.fayettecountyrecord.com/,Fayette County Record,NP,GI,ENG,fayettecountyrecord.com,tx
La Porte,http://bayareaobserver.com/,Bay Area Observer,NP,GI,ENG,bayareaobserver.com,tx
La Vernia,http://www.lavernianews.com/,La Vernia News,NP,GI,ENG,lavernianews.com,tx
Lake Dallas,http://starlocalmedia.com/lakecitiessun/,Lake Cities Sun,NP,GI,ENG,starlocalmedia.com,tx
Lakeway,http://www.statesman.com/news/local/lake-travis-view/,Lake Travis View,NP,GI,ENG,statesman.com,tx
Lamesa,http://www.pressreporter.com/,Lamesa Press Reporter,NP,GI,ENG,pressreporter.com,tx
Lampasas,http://www.lampasasdispatchrecord.com/,Lampasas Dispatch Record,NP,GI,ENG,lampasasdispatchrecord.com,tx
Laredo,http://www.thebridgenewspaper.com/,Bridge,NP,CO,ENG,thebridgenewspaper.com,tx
Laredo,http://www.kgns.tv/,KGNS,BC,GI,ENG,kgns.tv,tx
Laredo,http://noticiasya.com/laredo/,KLDO,BC,GI,SPA,noticiasya.com,tx
Laredo,http://www.mylaredofox.com/,KXOF,BC,GI,ENG,mylaredofox.com,tx
Laredo,http://www.lmtonline.com/,Laredo Morning Times,NP,GI,ENG,lmtonline.com,tx
Laredo,http://laredosun.us/,Laredo Sun,IN,GI,ENG,laredosun.us,tx
Leakey,http://www.hillcountryherald.net/,Hill Country Herald,NP,GI,ENG,hillcountryherald.net,tx
Leonard,http://www.theleonardgraphic.com/,Leonard Graphic,NP,GI,ENG,theleonardgraphic.com,tx
Levelland,http://www.levellandnews.net/,Levelland and Hockley County,NP,GI,ENG,levellandnews.net,tx
Lewisville,http://starlocalmedia.com/lewisvilleleader/,Lewisville Leader,NP,BU,ENG,starlocalmedia.com,tx
Lewisville,https://www.lewisvilletexan.com/,Lewisville Texan Journal,NP,GI,ENG,lewisvilletexan.com,tx
Lexington,http://www.lexingtonleader.com/,Lexington Leader,NP,GI,ENG,lexingtonleader.com,tx
Liberty,http://www.thevindicator.com/,Vindicator,NP,GI,ENG,thevindicator.com,tx
Liberty Hill,http://lhindependent.com/,Liberty Hill Independent,NP,GI,ENG,lhindependent.com,tx
Lindale,http://www.lindalenews-times.com/,Lindale News and Times,NP,GI,ENG,lindalenews-times.com,tx
Lindsay,http://www.lindsayletter.net/,Lindsay Letter,NP,GI,ENG,lindsayletter.net,tx
Little Elm,http://starlocalmedia.com/littleelmjournal/,Little Elm Journal,NP,GI,ENG,starlocalmedia.com,tx
Littlefield,https://www.lambcountyleadernews.com/,Lamb County Leader News,NP,GI,ENG,lambcountyleadernews.com,tx
Livingston,http://www.easttexasnews.com/,East Texas News,IN,GI,ENG,easttexasnews.com,tx
Livingston,http://www.polkenterprise.com/,Polk County Enterprise,NP,GI,ENG,polkenterprise.com,tx
Llano,https://www.hillcountrypassport.com/llano/,The Llano News,NP,GI,ENG,hillcountrypassport.com,tx
Lockhart,http://post-register.com/,Lockhart Post Register,NP,GI,ENG,post-register.com,tx
Longview,http://easttexasreview.com/,East Texas Review,NP,GI,ENG,easttexasreview.com,tx
Longview,https://www.news-journal.com/,Longview News Journal,NP,GI,ENG,news-journal.com,tx
Los Fresnos,http://www.thelosfresnosnews.com/,Los Fresnos News,NP,GI,ENG,thelosfresnosnews.com,tx
Lubbock,http://www.dailytoreador.com/,Daily Toreador,NP,CO,ENG,dailytoreador.com,tx
Lubbock,https://www.thedustertoday.com/,Duster Today,NP,CO,ENG,thedustertoday.com,tx
Lubbock,http://eleditor.com/,El Editor,NP,ET,SPA,eleditor.com,tx
Lubbock,http://www.everythinglubbock.com/,KAMC,BC,GI,ENG,everythinglubbock.com,tx
Lubbock,http://www.kcbd.com/,KCBD,BC,GI,ENG,kcbd.com,tx
Lubbock,http://kfyo.com/,KFYO,BC,GI,ENG,kfyo.com,tx
Lubbock,http://www.fox34.com/,KJTV,BC,GI,ENG,fox34.com,tx
Lubbock,http://www.telemundolubbock.com/,KXTQ,BC,ET,SPA,telemundolubbock.com,tx
Lubbock,http://lubbockonline.com/,Lubbock Avalanche Journal,NP,GI,ENG,lubbockonline.com,tx
Lubbock,http://www.catholiclubbock.org/SPC.pdf,South Plains Catholic,NP,RL,ENG,catholiclubbock.org,tx
Lufkin,http://www.ktre.com/,KTRE,BC,GI,ENG,ktre.com,tx
Lufkin,http://lufkindailynews.com/,Lufkin Daily News,NP,GI,ENG,lufkindailynews.com,tx
Luling,http://lulingnewsboy.com/,Luling Newsboy and Signal,NP,GI,ENG,lulingnewsboy.com,tx
Lytle,http://cornerstonenewspapers.com/leader-news.html,Leader News,NP,GI,ENG,cornerstonenewspapers.com,tx
Lumberton,http://www.beaumontenterprise.com/hardincountynews/,Hardin County News,NP,GI,ENG,beaumontenterprise.com,tx
Mabank,http://www.themonitor.net/,Monitor,NP,GI,ENG,themonitor.net,tx
Madisonville,http://www.madisonvillemeteor.com/,Madisonville Meteor,NP,GI,ENG,madisonvillemeteor.com,tx
Magnolia,http://www.chron.com/neighborhood/magnolia/,Potpourri,NP,GI,ENG,chron.com,tx
Malakoff,http://www.malakoffnews.net/,Malakoff News,NP,GI,ENG,malakoffnews.net,tx
Malakoff,http://www.smalltownpapers.com/newspapers/newspaper.php?id=258,Malakoff News,NP,GI,ENG,smalltownpapers.com,tx
Mansfield,http://www.star-telegram.com/news/local/community/mansfield-news-mirror/,Mansfield News Mirror,NP,GI,ENG,star-telegram.com,tx
Marble Falls,http://www.dailytrib.com/,Daily Tribune,NP,GI,ENG,dailytrib.com,tx
Marble Falls,https://www.highlandernews.com/,Highlander,NP,GI,ENG,highlandernews.com,tx
Marble Falls,https://www.101highlandlakes.com/,Picayune,NP,GI,ENG,101highlandlakes.com,tx
Marfa,http://bigbendnow.com/,Big Bend Sentinel,NP,GI,ENG,bigbendnow.com,tx
Marfa,http://marfapublicradio.org/,Marfa Public Radio,BC,GI,ENG,marfapublicradio.org,tx
Marlin,https://www.marlindemocrat.com/,Marlin Democrat,NP,GI,ENG,marlindemocrat.com,tx
Marshall,https://www.marshallnewsmessenger.com/,Marshall News Messenger,NP,GI,ENG,marshallnewsmessenger.com,tx
Mason,https://www.hillcountrypassport.com/mason/,Mason County News,NP,GI,ENG,hillcountrypassport.com,tx
Mathis,http://www.mysoutex.com/san_patricio_county/,Mathis News,NP,GI,ENG,mysoutex.com,tx
McAllen,http://www.elperiodicousa.com/,El Periodico USA,NP,ET,SPA,elperiodicousa.com,tx
McAllen,https://foxnewssouthtexas.com/,Fox South Texas,BC,GI,ENG,foxnewssouthtexas.com,tx
McAllen,http://noticiasya.com/el-valle/,KNVO,BC,ET,SPA,noticiasya.com,tx
McAllen,http://www.telemundo40.com/,KTLM,BC,ET,SPA,telemundo40.com,tx
McAllen,http://www.themonitor.com/,Monitor,NP,GI,ENG,themonitor.com,tx
McAllen,http://www.thepaperofsouthtexas.com/,Paper of South Texas,NP,GI,ENG,thepaperofsouthtexas.com,tx
McAllen,http://texasborderbusiness.com/,Texas Border Business,NP,BU,ENG,texasborderbusiness.com,tx
McGregor,http://www.mcgregormirror.com/,McGregor Mirror,NP,GI,ENG,mcgregormirror.com,tx
McKinney,http://www.collincountycommercialrecord.com/,Collin County Commercial Record,NP,BU,ENG,collincountycommercialrecord.com,tx
McKinney,http://starlocalmedia.com/mckinneycouriergazette/,McKinney Courier Gazette,NP,GI,ENG,starlocalmedia.com,tx
McKinney,http://www.townsquarebuzz.com/,Town Square Buzz,IN,GI,ENG,townsquarebuzz.com,tx
Meridian,https://www.meridiantribune.com/,Meridian Tribune,NP,GI,ENG,meridiantribune.com,tx
Mesquite,http://eastfieldnews.com/,Et Cetera,NP,CO,ENG,eastfieldnews.com,tx
Mesquite,http://starlocalmedia.com/mesquitenews/,Mesquite News,NP,GI,ENG,starlocalmedia.com,tx
Mexia,https://www.themexianews.com/,Mexia News,NP,GI,ENG,themexianews.com,tx
Midland,http://www.yourbasin.com/,KMID,BC,GI,ENG,yourbasin.com,tx
Midland,http://www.sutelemundo20.com/,KTLE,BC,ET,SPA,sutelemundo20.com,tx
Midland,http://noticiasya.com/midland-odessa/,KUPB,BC,ET,SPA,noticiasya.com,tx
Midland,http://www.newswest9.com/,KWES,BC,GI,ENG,newswest9.com,tx
Midland,http://www.mrt.com/,Midland Reporter Telegram,NP,GI,ENG,mrt.com,tx
Midlothian,http://www.midlothianmirror.com/,Midlothian Mirror,NP,GI,ENG,midlothianmirror.com,tx
Mineola,http://www.woodcountymonitor.com/,Wood County Monitor,NP,GI,ENG,woodcountymonitor.com,tx
Mineral Wells,http://www.mineralwellsindex.com/,Mineral Wells Index,NP,GI,ENG,mineralwellsindex.com,tx
Mission,http://www.progresstimes.net/,Progress Times,NP,GI,ENG,progresstimes.net,tx
Montgomery,http://montgomerycountynews.net/,Montgomery County News,NP,GI,ENG,montgomerycountynews.net,tx
Mount Pleasant,http://www.tribnow.com/,Mount Pleasant Tribune,NP,GI,ENG,tribnow.com,tx
Mount Vernon,http://www.mt-vernon.com/,Mount Vernon Optic Herald,NP,GI,ENG,mt-vernon.com,tx
Muleshoe,http://www.muleshoejournal.com/,Muleshoe Journal,NP,GI,ENG,muleshoejournal.com,tx
Munday,http://knoxcountynewsonline.com/,Knox County News Courier,NP,GI,ENG,knoxcountynewsonline.com,tx
Murphy,http://murphymonitor.com/,Murphy Monitor,NP,GI,ENG,murphymonitor.com,tx
Nacogdoches,http://dailysentinel.com/,Daily Sentinel,NP,GI,ENG,dailysentinel.com,tx
Nacogdoches,http://www.thepinelog.com/,Pine Log,NP,CO,ENG,thepinelog.com,tx
Navasota,http://www.navasotaexaminer.com/,Navasota Examiner and Grimes,NP,GI,ENG,navasotaexaminer.com,tx
Needville,http://www.gctribune.com/,Gulf Coast Tribune,NP,GI,ENG,gctribune.com,tx
New Boston,https://www.bowiecountynow.com/,Bowie County Citizens Tribune,NP,GI,ENG,bowiecountynow.com,tx
New Braunfels,http://radionb.com/,KGNB,BC,GI,ENG,radionb.com,tx
New Braunfels,http://herald-zeitung.com/,New Braunfels Herald Zeitung,NP,GI,ENG,herald-zeitung.com,tx
Newton,http://www.newtonnews.com/,Newton County News,NP,GI,ENG,newtonnews.com,tx
Nocona,http://www.noconanews.net/,Nocoma News,NP,GI,ENG,noconanews.net,tx
Normangee,http://normangeestar.net/,Normangee Star,NP,GI,ENG,normangeestar.net,tx
Odessa,http://www.cbs7.com/,KOSA,BC,GI,ENG,cbs7.com,tx
Odessa,https://mesajournalnews.com/,Mesa Journal News,NP,CO,ENG,mesajournalnews.com,tx
Odessa,http://www.oaoa.com/,Odessa American,NP,GI,ENG,oaoa.com,tx
Olney,https://www.olneyenterprise.com/,Olney Enterprise,NP,GI,ENG,olneyenterprise.com,tx
Orange,http://www.orangeleader.com/,Orange Leader,NP,GI,ENG,orangeleader.com,tx
Ozona,https://www.ozonastockman.com/,Ozona Stockman,NP,GI,ENG,ozonastockman.com,tx
Palacios,http://palaciosbeacon.com/,Palacios Beacon,NP,GI,ENG,palaciosbeacon.com,tx
Palestine,http://www.palestineherald.com/,Palestine Herald Press,NP,GI,ENG,palestineherald.com,tx
Pampa,http://www.thepampanews.com/,Pampa News,NP,GI,ENG,thepampanews.com,tx
Panhandle,http://www.panhandleherald.com/,Panhandle Herald,NP,GI,ENG,panhandleherald.com,tx
Paris,http://theparisnews.com/,Paris News,NP,GI,ENG,theparisnews.com,tx
Pasadena,http://www.chron.com/neighborhood/pasadena/,Pasadena Citizen,NP,GI,ENG,chron.com,tx
Pasadena,https://sanjactimes.com/,San Jacinto Times,NP,CO,ENG,sanjactimes.com,tx
Pearland,http://www.chron.com/neighborhood/pearland/,Pearland Journal,NP,GI,ENG,chron.com,tx
Pearland,http://instantnewspearland.com/,Instant News Pearland,IN,GI,ENG,instantnewspearland.com,tx
Pearland,http://www.thereporternews.com/,Reporter News,NP,GI,ENG,thereporternews.com,tx
Pearsall,http://www.frionuecescurrent.com/,Frio Nueces Current,NP,GI,ENG,frionuecescurrent.com,tx
Perryton,http://highplainsobserverperryton.com/,High Plains Observer Perryton,IN,GI,ENG,highplainsobserverperryton.com,tx
Perryton,http://www.keye.net/,KEYE,BC,GI,ENG,keye.net,tx
Perryton,https://www.perrytonherald.com/,Perryton Herald,NP,GI,ENG,perrytonherald.com,tx
Petersburg,http://thepaperweb.com/,Paper,NP,GI,ENG,thepaperweb.com,tx
Pflugerville,http://www.statesman.com/news/local/pflugerville-pflag/,Pflugerville Pflag,NP,GI,ENG,statesman.com,tx
Pharr,https://www.anjournal.com/,Advance News Journal,NP,GI,ENG,anjournal.com,tx
Pilot Point,http://www.postsignal.com/,Pilot Point Post Signal,NP,GI,ENG,postsignal.com,tx
Pittsburg,https://www.campcountynow.com/,Pittsburg Gazette,NP,GI,ENG,campcountynow.com,tx
