classification,class_2,local_regional,domain,name,state,website,twitter,youtube,facebook,owner,medium,collection_date,source
local,local,1,albionpleiad.com,pleiad,MI,http://www.albionpleiad.com,PleiadOnline,https://www.youtube.com/user/TheAlbionPleiad/videos,http://www.facebook.com/TheAlbionPleiad,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alconareview.com,alcona county review,MI,http://www.alconareview.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,aldenadvance.com,alden advance,MN,http://aldenadvance.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,aldenadvertisernews.com,alden advertiser,NY,http://aldenadvertisernews.com,AldenAdvertiser,,https://www.facebook.com/AldenAdvertiser,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,aldianews.com,,,,,,,,,,
local,local,1,aledotimesrecord.com,times record,IL,http://www.aledotimesrecord.com,,,https://www.facebook.com/AledoTimesRecord,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alestlelive.com,alestle,IL,http://www.alestlelive.com,thealestle,https://www.youtube.com/user/alestlegroup/videos,https://www.facebook.com/Alestlelive,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,aleteia.org,,,,,,,,,,
local,local,1,alexandriagazette.com,alexandria gazette packet,VA,http://www.alexandriagazette.com,marykimm,,https://www.facebook.com/ConnectionNewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alexcityoutlook.com,alexander city outlook,AL,http://www.alexcityoutlook.com,alexcityoutlook,http://www.youtube.com/user/AlexanderCityOutlook,https://www.facebook.com/pages/The-Alexander-City-Outlook/84710064891,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alexcityoutlook.com,dadeville record,AL,http://www.alexcityoutlook.com/category/dadeville,,,https://www.facebook.com/pages/Dadeville-Record/47940556546,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alextimes.com,alexandria times,VA,http://alextimes.com,AlexTimesNews,,https://www.facebook.com/pages/Alexandria-Times/226316950757380,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,algona.com,algona upper des moines,IA,http://www.algona.com,,http://www.youtube.com/user/AlgonaUDM,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alianzanews.com,alianza metropolitan,CA,http://noticias.alianzanews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alibi.com,weekly alibi ,NM,http://alibi.com,weeklyalibi,http://www.youtube.com/user/weeklyalibi,https://www.facebook.com/weeklyalibi,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alicetx.com,alice echo-news,TX,http://www.alicetx.com,EchoNewsJournal,https://www.youtube.com/user/aliceechonews/videos,https://www.facebook.com/aliceechonews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,aljazeera.com,al jazeera,,,,,,,,,
international,international,0,allafrica.com,,,,,,,,,,
local,local,1,allegannews.com,allegan county news,MI,http://www.allegannews.com,,https://www.youtube.com/channel/UC_WTBVZwDoyT_bmMugShQaw,https://www.facebook.com/AlleganCountyNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,allegannews.com,plainwell & otsego union enterprise,MI,http://www.allegannews.com/union-enterprise,,,https://www.facebook.com/plainwellotsegoue,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alleghanynews.com,alleghany news,NC,http://www.alleghanynews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alliancetimes.com,alliance times-herald,NE,http://www.alliancetimes.com,,,https://www.facebook.com/AllianceTimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alligator.org,florida alligator,FL,http://www.alligator.org,TheAlligator,,https://www.facebook.com/floridaalligator,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alligator.org,independent alligator,FL,http://www.alligator.org,thealligator,,https://www.facebook.com/floridaalligator,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,allkpop.com,,,,,,,,,,
local,local,1,allotsego.com,freemans journal,NY,http://www.allotsego.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,allure.com,,,,,,,,,,
local,local,1,almadentimes.com,almaden times weekly,CA,http://www.almadentimes.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,almanacnews.com,almanac ,CA,http://www.almanacnews.com,AlmanacNews,https://www.youtube.com/user/almanacmp,https://www.facebook.com/AlmanacNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alpineavalanche.com,alpine avalanche,TX,http://www.alpineavalanche.com,Rockslides,,https://www.facebook.com/pages/Alpine-Avalanche/115569998496043,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,alternet.org,,,,,,,,,,
local,local,1,altnewsban.com,altamont news,IL,http://altnewsban.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,altoonamirror.com,mirror,PA,http://www.altoonamirror.com,AltoonamirrorPA,http://www.youtube.com/user/AltoonaMirror,https://www.facebook.com/AltoonaMirror,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,altpress.com,,,,,,,,,,
local,local,1,altustimes.com,altus times,OK,http://altustimes.com,TheAltusTimes,https://www.youtube.com/channel/UCwoDG_sYa0B3PsMajjjre-A,https://www.facebook.com/pages/Altus-Times/123778499231,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alvareviewcourier.com,alva review courier,OK,http://www.alvareviewcourier.com,,,https://www.facebook.com/alvareviewcouriernewsgram/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,alvinsun.net,alvin sun-advertiser,TX,http://www.alvinsun.net,,,https://www.facebook.com/TheAlvinSunAdvertiser,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,am-news.com,morning news,ID,http://www.am-news.com,,,https://www.facebook.com/am.news,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amarillo.com,amarillo globe-news,TX,http://amarillo.com,amarilloglobe,http://www.youtube.com/user/AmarilloGlobeNews,https://www.facebook.com/amarilloglobenews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amboynews.com,amboy news,IL,http://www.amboynews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,ameliamonitor.com,bulletin monitor,VA,http://www.ameliamonitor.com,,,https://www.facebook.com/pages/Amelia-Bulletin-Monitor/113266922036966,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,america.aljazeera.com,al jazeera english,,,,,,,,,
national,national,0,americamagazine.org,,,,,,,,,,
national,national,0,americanbanker.com,,,,,,,,,,
local,local,1,americanbazaaronline.com,american bazaar,DC,http://www.americanbazaaronline.com,ambazaarmag,http://www.youtube.com/americanbazaar,https://www.facebook.com/americanbazaaronline,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,americanpress.com,american press,LA,http://www.americanpress.com,americanpress,http://www.youtube.com/user/lcamericanpress,https://www.facebook.com/americanpress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,americanprogress.org,,,,,,,,,,
local,local,1,americanrivermessenger.com,american river messenger,CA,http://www.americanrivermessenger.com,,,https://www.facebook.com/AmericanRiverMessenger,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,americanthinker.com,,,,,,,,,,
local,local,1,americateve.com,wjan-cd,FL,http://www.americateve.com/,,,,Sherjan Broadcasting Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,americustimesrecorder.com,times recorder,GA,http://americustimesrecorder.com,,http://www.youtube.com/user/ATRecorder,https://www.facebook.com/pages/Americus-Times-Recorder/129884770363190,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,americusumterobserver.com,observer,GA,http://www.americusumterobserver.com,,,https://www.facebook.com/AmericUSumterObserver,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amestrib.com,daily tribune,IA,http://www.amestrib.com,AmesTribNews,http://www.youtube.com/user/AmesTrib,https://www.facebook.com/AmesTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amherstbee.com,amherst bee,NY,http://www.amherstbee.com,BeeNewspapers,,https://www.facebook.com/amherstbee,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amherstbulletin.com,amherst bulletin,MA,http://www.amherstbulletin.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amigonews.com,amigo newspaper,AR,http://www.amigonews.com,,https://www.youtube.com/user/Amigonewspaper,https://www.facebook.com/ClubEnlaceAmigo,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amish-heartland.com,amish-heartland,OH,http://www.amish-heartland.com,,,https://www.facebook.com/amishheartland,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amisun.com,anna maria island sun,FL,http://www.amisun.com,,https://www.youtube.com/user/amisunnewspaper,https://www.facebook.com/AnnaMariaIslandSun,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,amityvillerecord.com,amityville record,NY,http://www.amityvillerecord.com,,,https://www.facebook.com/amityville.newspaper,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,amnesty.org,,,,,,,,,,
local,local-regional,1,amny.com,am new york,NY,http://www.amny.com,amnewyork,https://www.youtube.com/user/amnewyork,https://www.facebook.com/amnewyork,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,anchoragepress.com,anchorage press ,AK,http://www.anchoragepress.com,anchoragepress,http://www.youtube.com/channel/UCc7cggJkVzQ_kPJZUG8U_Hw,https://www.facebook.com/anchoragepress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,ancient-origins.net,,,,,,,,,,
local,local,1,andalusiastarnews.com,andalusia star-news,AL,http://www.andalusiastarnews.com,,,https://www.facebook.com/pages/Andalusia-Star-News/53866966722,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,andersonian.com,andersonian,IN,http://andersonian.com,andersonian,,,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,andovertownsman.com,andover townsman,MA,http://www.andovertownsman.com,AndoverTownsman,,https://www.facebook.com/AndoverTownsman,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,andrewscountynews.com,andrews county news,TX,http://www.andrewscountynews.com,,,https://www.facebook.com/pages/Andrews-County-News/302029093233364,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annandaleadvocate.com,annandale advocate,MN,http://annandaleadvocate.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annanews.com,anna gazette democrat,IL,http://www.annanews.com,gazettedemocrat,,https://www.facebook.com/gazettedemocrat,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annistonstar.com,anniston star,AL,http://www.annistonstar.com,annistonstar,http://www.youtube.com/user/AnnistonStar,https://www.facebook.com/annistonstar,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annistonstar.com,cleburne news,AL,http://www.annistonstar.com/cleburne_news,,,https://www.facebook.com/pages/Cleburne-News/174078529314804,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annistonstar.com,jacksonville news,AL,http://www.annistonstar.com/jacksonville_news,annistonstar,,https://www.facebook.com/annistonstar,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annistonstar.com,st. clair times,AL,http://www.annistonstar.com/the_st_clair_times,,,https://www.facebook.com/pages/St-Clair-Times/166861103332609,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annistonstar.com,piedmont journal,AL,http://www.annistonstar.com/piedmont_journal,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,annistonstar.com,daily home,AL,http://www.annistonstar.com/the_daily_home,dailyhome,,https://www.facebook.com/pages/Daily-Home-Newspaper/123994364892,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,ansonrecord.com,anson record,NC,http://ansonrecord.com,TheAnsonRecord,,https://www.facebook.com/pages/Anson-Record/180849995282535,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,anthonyrepublicannews.com,anthony republican,KS,http://www.anthonyrepublicannews.com,,,https://www.facebook.com/pages/Anthony-RepublicanLDs-Printing/184355801587366,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,antigodailyjournal.com,antigo daily journal,WI,http://www.antigodailyjournal.com,AntigoDJ,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,antonnews.com,anton community newspapers,NY,http://antonnews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,antrimreview.net,antrim review,MI,http://www.antrimreview.net,,,https://www.facebook.com/antrim.review,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,aol.com,,,,,,,,,,
national,national,0,aopa.org,,,,,,,,,,
local,local,1,apalachtimes.com,apalachicola times,FL,http://www.apalachtimes.com,ApalachTimes,,https://www.facebook.com/Apalachtimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,apg-wi.com,daily press,WI,http://www.apg-wi.com/ashland_daily_press,AshlandDailyPre,https://www.youtube.com/user/ashlanddailypress/videos,https://www.facebook.com/pages/Ashland-Daily-Press/143201255699653,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,apg-wi.com,sawyer county record,WI,http://www.apg-wi.com/sawyer_county_record,SawyerCoRecord,https://www.youtube.com/user/SawyerCountyRecord/videos,https://www.facebook.com/sawyercountyrecord,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,apg-wi.com,price county review,WI,http://www.apg-wi.com/price_county_review,PriceCountyDail,https://www.youtube.com/user/PriceCountyDaily/videos,https://www.facebook.com/pages/PriceCountyDailycom/296062510446814,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,apg-wi.com,rice lake chronotype,WI,http://www.apg-wi.com/rice_lake_chronotype,RLnewspaper,https://www.youtube.com/channel/UC2mTGPjKAkH-_Cwf5AFTmug,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,apg-wi.com,spooner advocate,WI,http://www.apg-wi.com/spooner_advocate,SpoonerAdvocate,http://www.youtube.com/user/spooneradvocate,https://www.facebook.com/spooneradvocate,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
news wire,news wire,0,apnews.com,associated press,,,,,,,,,
local,local,1,app.com,asbury park press,NJ,http://www.app.com,AsburyParkPress,http://www.youtube.com/user/APPvideo,https://www.facebook.com/asburyparkpress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appalachianhighways.com,appalachian highways,KY,http://www.appalachianhighways.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appalachianhighways.com,appalachian highways,PA,http://www.appalachianhighways.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appalachianhighways.com,appalachian highways,VA,http://www.appalachianhighways.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appalachianhighways.com,appalachian highways,WV,http://www.appalachianhighways.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appeal-democrat.com,colusa county sun-herald,CA,http://www.appeal-democrat.com/colusa_sun_herald,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appeal-democrat.com,corning observer,CA,http://www.appeal-democrat.com/corning_observer,appealdemocrat,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appeal-democrat.com,appeal-democrat,CA,http://www.appeal-democrat.com,appealdemocrat,http://www.youtube.com/user/appealdemocrat,https://www.facebook.com/appealdemocrat,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,appeal-democrat.com,glenn county transcript,CA,http://www.appeal-democrat.com/glenn_county_transcript,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,applaudwomen.com,applaud women,NH,http://www.applaudwomen.com,Applaudwomen,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,appleinsider.com,,,,,,,,,,
local,local,1,aptv.org,wciq,AL,http://www.aptv.org/,,,,Alabama Public Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,wbiq,AL,http://www.aptv.org/,,,,Alabama Public Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,weiq,AL,http://www.aptv.org/,,,,Alabama Educational Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,whiq,AL,http://www.aptv.org/,,,,Alabama Public Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,wfiq,AL,http://www.aptv.org/,,,,Alabama Public Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,waiq,AL,http://www.aptv.org/,,,,Alabama Educational Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,wdiq,AL,http://www.aptv.org/,,,,Alabama Educational Television Commission,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,wgiq,AL,http://www.aptv.org/,,,,Alabama Educational Television Commission,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aptv.org,wiiq,AL,http://www.aptv.org/,,,,Alabama Educational Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,aquinas.edu,saint,MI,http://www.aquinas.edu/thesaint,,,https://www.facebook.com/pages/The-Saint/265570936814181,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,arabnews.com,,,,,,,,,,
local,local,1,aransaspassprogress.com,progress,TX,https://www.aransaspassprogress.com,,,https://www.facebook.com/pages/Progress-Index/124069697631765,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,arapahoemirror.org,arapahoe public mirror,NE,http://arapahoemirror.org,,,https://www.facebook.com/pages/Arapahoe-Public-Mirror/322677477821007,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,arbiteronline.com,arbiter,ID,http://arbiteronline.com,arbiteronline,,https://www.facebook.com/boisestatearbiter,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,arcadianews.com,arcadia news,AZ,http://www.arcadianews.com,,,https://www.facebook.com/arcadianews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
